id,audio_file,x_b,x_d,y_hat_b,y_hat_d,brightness_diff,depth_diff,p_drive_s_h,p_bias,p_output_db,p_hpf_freq,p_hpf_reso,p_hat_drive_s_h,p_hat_bias,p_hat_output_db,p_hat_hpf_freq,p_hat_hpf_reso
55,audio_55.wav,0.575997531414032,0.4477725923061371,0.7378309369087219,0.19385607540607452,0.16183340549468994,-0.25391651690006256,0.28453487,0.33372468,0.30452305,0.4970724,0.39464468,0.18268089,0.7846605,0.46798262,0.6075504,0.3836181
56,audio_56.wav,0.575997531414032,0.4477725923061371,0.7333173155784607,0.19351117312908173,0.1573197841644287,-0.25426141917705536,0.61873496,0.85202444,0.029623866,0.5273169,0.84088737,0.19596246,0.77830756,0.47591656,0.5766581,0.35615692
57,audio_57.wav,0.575997531414032,0.4477725923061371,0.6232224702835083,0.3437095284461975,0.04722493886947632,-0.10406306385993958,0.1995545,0.20180589,0.07765126,0.18071967,0.7400095,0.24326316,0.6971675,0.46070254,0.14252853,0.082383044
58,audio_58.wav,0.575997531414032,0.4477725923061371,0.6227313280105591,0.36994627118110657,0.0467337965965271,-0.07782632112503052,0.8002542,0.20481831,0.96067095,0.10234755,0.26579827,0.19093747,0.7236075,0.44878724,0.11284895,0.06296335
59,audio_59.wav,0.575997531414032,0.4477725923061371,0.7477567195892334,0.19273637235164642,0.17175918817520142,-0.25503621995449066,0.4329247,0.813726,0.19825369,0.7494536,0.12644428,0.18056156,0.7841053,0.46006188,0.693175,0.49563733
60,audio_60.wav,0.575997531414032,0.4477725923061371,0.5852784514427185,0.4227796792984009,0.009280920028686523,-0.024992913007736206,0.38695872,0.15113461,0.016018152,0.05972022,0.8675372,0.26827154,0.6621394,0.46994045,0.06855594,0.051033296
61,audio_61.wav,0.575997531414032,0.4477725923061371,0.6412190198898315,0.27029481530189514,0.06522148847579956,-0.17747777700424194,0.76540124,0.624574,0.86661714,0.14943182,0.5833783,0.28586197,0.6927234,0.4798796,0.20093232,0.11595829
62,audio_62.wav,0.575997531414032,0.4477725923061371,0.7443016767501831,0.19292135536670685,0.16830414533615112,-0.25485123693943024,0.1220392,0.09586984,0.7427599,0.79007185,0.23622489,0.15731515,0.78679144,0.44139528,0.66989243,0.47965237
63,audio_63.wav,0.575997531414032,0.4477725923061371,0.7455048561096191,0.22077040374279022,0.16950732469558716,-0.22700218856334686,0.06320453,0.17459488,0.2001419,0.7144963,0.36721885,0.1543658,0.7783265,0.4289807,0.7017211,0.56220734
64,audio_64.wav,0.575997531414032,0.4477725923061371,0.7331491708755493,0.19608792662620544,0.15715163946151733,-0.25168466567993164,0.34501958,0.02657479,0.9329193,0.5505001,0.8574105,0.18443288,0.78407025,0.46945637,0.5825489,0.35917884
65,audio_65.wav,0.575997531414032,0.4477725923061371,0.7468235492706299,0.22488181293010712,0.1708260178565979,-0.22289077937602997,0.5140897,0.10600275,0.17849302,0.67205423,0.73029363,0.18278016,0.7672843,0.4351881,0.74437886,0.6637596
66,audio_66.wav,0.575997531414032,0.4477725923061371,0.6749520301818848,0.29308828711509705,0.09895449876785278,-0.15468430519104004,0.89348847,0.68389475,0.070463836,0.27180547,0.6863033,0.21698013,0.75866073,0.47175837,0.29796976,0.13472994
67,audio_67.wav,0.575997531414032,0.4477725923061371,0.6896750330924988,0.23841939866542816,0.1136775016784668,-0.20935319364070892,0.32729852,0.501452,0.17015934,0.3255759,0.67637247,0.24341331,0.75016254,0.4876473,0.37430134,0.19090709
68,audio_68.wav,0.575997531414032,0.4477725923061371,0.7473635077476501,0.2260773777961731,0.17136597633361816,-0.221695214509964,0.20595765,0.29902345,0.5475161,0.6881201,0.5384787,0.18420063,0.76861167,0.43976694,0.7454061,0.65334356
