,id,audio_file,x_b,x_d,y_hat_b,y_hat_d,brightness_diff,depth_diff,p_drive_s_h,p_bias,p_output_db,p_hpf_freq,p_hpf_reso,p_hat_drive_s_h,p_hat_bias,p_hat_output_db,p_hat_hpf_freq,p_hat_hpf_reso,class,x_emb_n=0,y_emb_n=0,colour_n=0,x_emb_n=5,y_emb_n=5,colour_n=5,x_emb_n=10,y_emb_n=10,colour_n=10,x_emb_n=25,y_emb_n=25,colour_n=25,x_emb_n=100,y_emb_n=100,colour_n=100
130,130,audio_130.wav,0.575997531414032,0.4477725923061371,0.6169173121452332,0.2985690534114837,0.0409197807312011,-0.1492035388946533,0.5779105,0.3369304,0.9849025,0.16488636,0.86262155,0.29419506,0.663927,0.47390482,0.13918468,0.09282798,-1,1.992292,9.236949,#3be37f,7.4597826,-1.8204345,#d9737f,1.9990215,10.778128,#03637f,4.074554,12.963096,#30a67f,1.810593,11.899187,#34a77f
131,131,audio_131.wav,0.575997531414032,0.4477725923061371,0.6011512279510498,0.4053976833820343,0.0251536965370178,-0.0423749089241027,0.8030111,0.09367716,0.1828888,0.052651346,0.8536885,0.2163946,0.69364417,0.45675457,0.080722846,0.05311511,-1,0.7141681,6.297544,#1c5e7f,7.4906726,1.4124254,#daeb7f,3.1915812,7.918921,#300e7f,3.4475121,10.311185,#1f3a7f,1.1656173,8.79615,#24297f
132,132,audio_132.wav,0.575997531414032,0.4477725923061371,0.6879116892814636,0.2829178869724273,0.1119141578674316,-0.1648547053337097,0.87378085,0.28268582,0.76365924,0.32355803,0.07505435,0.18921547,0.7876408,0.4682834,0.35633057,0.14498693,-1,4.842853,5.9089193,#7e4c7f,3.7289321,0.41612288,#6ec67f,6.245263,10.126822,#a2507f,7.4578857,10.173509,#8b357f,5.0591455,9.224967,#883b7f
133,133,audio_133.wav,0.575997531414032,0.4477725923061371,0.7059447169303894,0.233077123761177,0.1299471855163574,-0.21469546854496,0.032532573,0.95170397,0.07609874,0.5929489,0.16136765,0.16879267,0.800851,0.46221536,0.45243505,0.20740415,-1,5.0532117,5.1257167,#83287f,3.0474138,0.9032627,#5ad87f,7.0299225,9.949179,#c04b7f,7.9682355,9.526937,#991a7f,5.6332273,8.526405,#971e7f
134,134,audio_134.wav,0.575997531414032,0.4477725923061371,0.7046231627464294,0.2325969338417053,0.1286256313323974,-0.2151756584644317,0.56593466,0.8635301,0.332532,0.3621632,0.19922173,0.18798251,0.7914603,0.4724157,0.44487408,0.20563592,-1,4.160564,9.695757,#6ef87f,5.542715,-3.026694,#a2477f,3.4126785,12.57439,#38997f,6.080227,13.697973,#66c47f,3.968848,12.59739,#6cc47f
135,135,audio_135.wav,0.575997531414032,0.4477725923061371,0.6381887197494507,0.3346864879131317,0.0621911883354187,-0.1130861043930053,0.7801494,0.77631366,0.01760286,0.1974451,0.39843225,0.21326445,0.7297395,0.45649087,0.16536778,0.08315914,-1,2.2424767,7.670648,#419c7f,6.6041403,-0.51523924,#c1a47f,3.3360286,9.921059,#354a7f,4.6341805,11.51877,#3f6b7f,2.3732858,10.587279,#43727f
136,136,audio_136.wav,0.575997531414032,0.4477725923061371,0.708106517791748,0.2312486469745636,0.132108986377716,-0.2165239453315735,0.006531,0.63463795,0.19013792,0.47964412,0.32407874,0.1740131,0.7968676,0.4652555,0.46296698,0.22225913,-1,4.6562953,4.8991756,#7a1e7f,3.4804487,1.1874545,#67e27f,6.7866764,9.597083,#b7407f,7.615004,9.374643,#8f147f,5.2886896,8.319977,#8e167f
137,137,audio_137.wav,0.575997531414032,0.4477725923061371,0.7191404104232788,0.2303571999073028,0.1431428790092468,-0.2174153923988342,0.83815587,0.446729,0.37049317,0.47781754,0.27964544,0.16437481,0.80026895,0.46029776,0.5151753,0.26470515,-1,5.678563,6.9790745,#927d7f,3.2352033,-0.92054915,#60957f,6.1423326,11.491206,#9e797f,7.969995,11.340612,#99647f,5.743432,10.30681,#9a677f
138,138,audio_138.wav,0.575997531414032,0.4477725923061371,0.7472009658813477,0.2271149009466171,0.1712034344673156,-0.2206576913595199,0.12346029,0.27958578,0.038428605,0.9217841,0.96714914,0.17942643,0.7697414,0.4310797,0.7583202,0.6695873,-1,7.066376,4.783083,#b3197f,1.2245564,0.486938,#26c97f,8.542893,11.100523,#f86d7f,10.052608,9.910551,#d12a7f,7.6605825,8.802975,#cb297f
139,139,audio_139.wav,0.575997531414032,0.4477725923061371,0.7238644957542419,0.2254542112350464,0.1478669643402099,-0.2223183810710907,0.11733252,0.42827153,0.93794936,0.52707297,0.47372878,0.16985846,0.7934811,0.4619743,0.5388816,0.30276877,-1,5.64703,6.3111014,#915e7f,2.9755588,-0.3189533,#58ab7f,6.638713,11.037302,#b16b7f,8.274089,10.724556,#a14b7f,5.9229655,9.680207,#9e4d7f
140,140,audio_140.wav,0.575997531414032,0.4477725923061371,0.6082906723022461,0.3933456540107727,0.0322931408882141,-0.0544269382953643,0.27892846,0.95171016,0.68322146,0.020802557,0.07487339,0.20392293,0.7079161,0.4532444,0.09092243,0.05541901,-1,-0.0141162,6.6400175,#0b6d7f,8.239071,1.5667654,#f0f07f,2.530673,7.865287,#170d7f,2.7471128,10.820685,#0c4f7f,0.2705305,8.702908,#0d257f
141,141,audio_141.wav,0.575997531414032,0.4477725923061371,0.7478682994842529,0.2258709222078323,0.1718707680702209,-0.2219016700983047,0.42842412,0.11883712,0.89903516,0.83124626,0.5543464,0.1797844,0.7753132,0.44492656,0.7466217,0.6216459,-1,9.882512,8.22796,#f5b57f,0.29681474,-3.9649262,#0b247f,8.030906,15.087384,#e5e47f,11.358078,13.73894,#f5c67f,9.217028,12.8694725,#f3cf7f
142,142,audio_142.wav,0.575997531414032,0.4477725923061371,0.7479404211044312,0.2209320366382599,0.1719428896903991,-0.2268405556678772,0.6244935,0.24565661,0.49526042,0.9498159,0.740341,0.1736313,0.7824023,0.44780618,0.72060084,0.5552001,-1,9.841292,8.270346,#f4b77f,0.4695172,-4.361571,#10167f,7.7884026,15.431128,#dcee7f,11.266651,14.001153,#f2d07f,9.068174,13.119186,#efd97f
143,143,audio_143.wav,0.575997531414032,0.4477725923061371,0.716062068939209,0.2294120341539383,0.140064537525177,-0.2183605581521988,0.26274884,0.7338153,0.432514,0.50902265,0.08780807,0.18525802,0.792541,0.47145033,0.50228727,0.25434226,-1,8.126082,9.501717,#ccef7f,2.6517148,-4.0035305,#4f237f,5.6940575,14.752729,#8eda7f,9.082728,14.4574995,#b7e37f,7.1923656,13.409901,#bfe57f
144,144,audio_144.wav,0.575997531414032,0.4477725923061371,0.7450533509254456,0.1550301611423492,0.1690558195114135,-0.2927424311637878,0.56498414,0.39719546,0.7722594,0.65420896,0.16956425,0.17766961,0.78622085,0.46136203,0.65724516,0.4369723,-1,8.417888,8.726594,#d3cc7f,1.8647887,-3.652629,#38307f,6.501949,14.566057,#acd47f,9.522003,13.911876,#c3cd7f,7.663284,12.79883,#cbcc7f
145,145,audio_145.wav,0.575997531414032,0.4477725923061371,0.7454207539558411,0.227824792265892,0.169423222541809,-0.219947800040245,0.27553666,0.05651903,0.40513045,0.80155265,0.77762496,0.17107686,0.76444316,0.41376173,0.7478897,0.69565797,-1,8.407997,6.756258,#d2727f,0.6606177,-1.9790545,#166e7f,8.125144,13.325753,#e9af7f,10.628811,12.136746,#e1857f,8.540487,11.074221,#e2867f
146,146,audio_146.wav,0.575997531414032,0.4477725923061371,0.7467951774597168,0.2207569032907486,0.1707976460456848,-0.2270156890153885,0.30924088,0.9003853,0.59063715,0.6029219,0.83155847,0.17782651,0.7730979,0.44479313,0.71314424,0.5885213,-1,6.9602838,7.5104265,#b0957f,2.2368166,-1.9477534,#436f7f,6.535814,12.8472395,#ada17f,9.050431,12.324068,#b68c7f,6.9499245,11.283825,#b98e7f
147,147,audio_147.wav,0.575997531414032,0.4477725923061371,0.711529552936554,0.2297414988279342,0.1355320215225219,-0.2180310934782028,0.22375184,0.16243023,0.78108287,0.8881563,0.058909893,0.19341369,0.79346603,0.47674322,0.47963762,0.22351378,-1,8.711916,9.233816,#dae37f,1.8617527,-4.4567347,#38127f,6.413269,15.268766,#a9e97f,9.928851,14.686779,#ceec7f,7.962895,13.556873,#d3eb7f
148,148,audio_148.wav,0.575997531414032,0.4477725923061371,0.6307603716850281,0.3604327440261841,0.054762840270996,-0.087339848279953,0.937673,0.74348956,0.98604554,0.027152061,0.35216022,0.17919447,0.7355218,0.44646567,0.12489495,0.06521102,-1,1.920941,5.6808596,#39427f,6.322335,1.3254132,#b9e77f,4.3719196,8.189378,#5c167f,4.610231,9.64997,#3e1f7f,2.2756343,8.597068,#40217f
149,149,audio_149.wav,0.575997531414032,0.4477725923061371,0.6964081525802612,0.238454133272171,0.1204106211662292,-0.209318459033966,0.46219766,0.19501877,0.32308388,0.34533834,0.20483589,0.19963528,0.7836939,0.47703874,0.40482134,0.17906435,-1,4.4600053,9.772147,#75fb7f,5.351435,-3.0399773,#9d467f,3.628439,12.827219,#40a17f,6.307262,13.789639,#6cc87f,4.1348343,12.738231,#70c97f
150,150,audio_150.wav,0.575997531414032,0.4477725923061371,0.7218910455703735,0.227222591638565,0.1458935141563415,-0.220550000667572,0.7650418,0.9662585,0.17879856,0.4561447,0.07116717,0.18571028,0.7906162,0.47307235,0.52613145,0.28098142,-1,6.703754,9.3635435,#aae97f,3.7109375,-3.2514133,#6e3f7f,4.877472,13.516697,#6fb57f,7.919802,13.805947,#98c87f,5.8547244,12.7903,#9ccc7f
151,151,audio_151.wav,0.575997531414032,0.4477725923061371,0.7471223473548889,0.2224057763814926,0.1711248159408569,-0.2253668159246444,0.5158819,0.55105025,0.12060338,0.89535856,0.7003096,0.1724269,0.77947277,0.44466323,0.72356343,0.5746157,-1,9.916024,8.115796,#f6b07f,0.5261249,-3.869281,#12287f,7.922643,15.011195,#e1e27f,11.133698,13.69098,#efc47f,9.11398,12.77333,#f0cb7f
152,152,audio_152.wav,0.575997531414032,0.4477725923061371,0.7425417304039001,0.1926471143960952,0.1665441989898681,-0.2551254779100418,0.5087286,0.6873695,0.2343654,0.98523414,0.7297951,0.16166422,0.79788727,0.45172387,0.6518516,0.40467146,-1,10.154868,8.257792,#fcb67f,0.14903565,-4.2342362,#071a7f,8.080198,15.427739,#e7ee7f,11.521281,14.0174885,#f9d17f,9.458168,13.019293,#f9d57f
153,153,audio_153.wav,0.575997531414032,0.4477725923061371,0.6799494624137878,0.2876513600349426,0.1039519309997558,-0.1601212322711944,0.98535115,0.20440644,0.8180215,0.8338415,0.5202432,0.2066856,0.77944946,0.46610183,0.3214015,0.12947066,-1,5.1867776,4.4273047,#86097f,2.832969,1.4961711,#54ee7f,7.5459304,9.460935,#d33c7f,8.199787,8.9549055,#9f037f,5.7935176,7.9422746,#9b067f
154,154,audio_154.wav,0.575997531414032,0.4477725923061371,0.6133103370666504,0.3697626888751983,0.0373128056526184,-0.0780099034309387,0.124676526,0.46934426,0.9072634,0.18515998,0.9604585,0.2253439,0.6975599,0.45470908,0.111127175,0.0680452,-1,2.5748634,6.650319,#486e7f,6.0027823,0.35567513,#b0c47f,4.158767,9.252674,#54367f,5.1667147,10.400842,#4d3e7f,2.787808,9.667639,#4e4d7f
155,155,audio_155.wav,0.575997531414032,0.4477725923061371,0.7459433078765869,0.2267850339412689,0.1699457764625549,-0.2209875583648681,0.78679067,0.29527938,0.08019072,0.9466297,0.7225882,0.16207692,0.776636,0.43076277,0.74266386,0.62258255,-1,9.6819105,8.379838,#f1bc7f,0.46805516,-4.221939,#101b7f,7.6423454,15.410542,#d7ee7f,11.212468,14.188817,#f1d87f,8.95951,12.881246,#eccf7f
156,156,audio_156.wav,0.575997531414032,0.4477725923061371,0.7476184964179993,0.2211823463439941,0.1716209650039672,-0.2265902459621429,0.86268246,0.67662156,0.8103343,0.9161319,0.7864219,0.16573784,0.7844241,0.44268554,0.72002584,0.54353935,-1,7.0641923,4.957448,#b3217f,1.2369456,0.35860726,#26c47f,8.477569,11.140214,#f66e7f,9.908569,9.996348,#cd2d7f,7.558475,8.799788,#c8297f
157,157,audio_157.wav,0.575997531414032,0.4477725923061371,0.7463312149047852,0.2262975871562957,0.1703336834907531,-0.2214750051498413,0.37788987,0.9593926,0.21040761,0.71800137,0.82262284,0.17526202,0.76626855,0.4234709,0.7476896,0.68091106,-1,8.351487,7.0473065,#d1807f,0.89070034,-2.1524074,#1c677f,7.905478,13.443218,#e0b37f,10.483711,12.40446,#dd8f7f,8.341604,11.240707,#dc8d7f
158,158,audio_158.wav,0.575997531414032,0.4477725923061371,0.7041695713996887,0.2302504479885101,0.1281720399856567,-0.2175221443176269,0.35665232,0.3771941,0.48994988,0.4484601,0.9817418,0.20974088,0.77373064,0.48209217,0.4384787,0.22105168,-1,5.257035,8.156221,#88b27f,4.203933,-1.8497134,#7c727f,4.940234,12.004395,#71887f,7.232365,12.359383,#858e7f,5.094019,11.446941,#89957f
159,159,audio_159.wav,0.575997531414032,0.4477725923061371,0.633764922618866,0.3360826671123504,0.0577673912048339,-0.1116899251937866,0.6195969,0.0675711,0.64287984,0.18198186,0.1646468,0.22019586,0.7242787,0.4574698,0.15527001,0.0799298,-1,2.1855443,9.103695,#3fdd7f,7.051747,-1.7948424,#ce747f,2.3468273,11.042893,#106b7f,4.4758515,12.981989,#3ba77f,2.1600826,11.8439455,#3da57f
160,160,audio_160.wav,0.575997531414032,0.4477725923061371,0.6458173394203186,0.3166619837284088,0.0698198080062866,-0.1311106085777282,0.7567113,0.1092664,0.67936313,0.115694106,0.43986583,0.23513791,0.73320407,0.46726868,0.2010749,0.09561573,-1,1.9185715,8.05505,#39ad7f,6.983069,-0.50382155,#cca47f,3.001603,9.781278,#29467f,4.218709,11.694623,#34737f,1.9441592,10.702893,#38777f
161,161,audio_161.wav,0.575997531414032,0.4477725923061371,0.746882975101471,0.2253808081150055,0.1708854436874389,-0.2223917841911316,0.105849326,0.38816082,0.33385593,0.76479,0.7965028,0.18357797,0.7665783,0.43637747,0.7432804,0.66053885,-1,6.254486,5.337467,#9f327f,2.0944898,0.3754515,#3fc47f,7.6645436,10.849749,#d7667f,9.072722,10.102787,#b7327f,6.7860045,8.9709015,#b4307f
162,162,audio_162.wav,0.575997531414032,0.4477725923061371,0.7474064230918884,0.225829392671585,0.1714088916778564,-0.221943199634552,0.37337124,0.4704432,0.3618353,0.76609755,0.43210924,0.18896163,0.7680053,0.439017,0.74863565,0.6633044,-1,9.415866,7.8557763,#eaa47f,0.6888886,-3.5980504,#17327f,7.663658,14.699432,#d7d87f,10.930257,13.596935,#e9c07f,8.857184,12.391866,#eabb7f
163,163,audio_163.wav,0.575997531414032,0.4477725923061371,0.7466712594032288,0.2223263680934906,0.1706737279891967,-0.2254462242126464,0.37729454,0.93166286,0.76021385,0.61380243,0.6202259,0.17309941,0.7732703,0.43963253,0.7216363,0.6035174,-1,7.8204293,7.402257,#c5907f,1.5882043,-2.2586899,#31637f,7.1324024,13.299134,#c4af7f,9.772561,12.539997,#ca957f,7.7216415,11.462469,#cd967f
164,164,audio_164.wav,0.575997531414032,0.4477725923061371,0.7459263801574707,0.1556146293878555,0.1699288487434387,-0.2921579629182815,0.37492955,0.04939419,0.5916403,0.50368553,0.4001478,0.18901597,0.7790154,0.46583462,0.6648268,0.4732168,-1,7.341209,8.675781,#b9c97f,2.538193,-3.048248,#4c467f,5.931715,13.70831,#97bb7f,9.036135,13.42334,#b6b97f,6.8909984,12.30415,#b7b87f
165,165,audio_165.wav,0.575997531414032,0.4477725923061371,0.7130166292190552,0.2279412150382995,0.1370190978050232,-0.2198313772678375,0.39575738,0.29142916,0.88911897,0.45496207,0.6956293,0.21575554,0.7718698,0.48664933,0.47964615,0.25825384,-1,5.566691,8.413788,#8fbe7f,3.8802717,-2.2020419,#72657f,5.085335,12.394069,#77947f,7.517844,12.747669,#8d9d7f,5.440818,11.755528,#92a17f
166,166,audio_166.wav,0.575997531414032,0.4477725923061371,0.683121383190155,0.2434325218200683,0.107123851776123,-0.2043400704860687,0.7618608,0.28527212,0.7746519,0.33781797,0.32304847,0.2377515,0.75473803,0.48288724,0.34442362,0.1647978,-1,4.4092755,9.329318,#74e77f,5.438743,-2.7860868,#9f507f,3.7516122,12.669252,#459c7f,6.0193954,13.6166315,#64c17f,4.1554317,12.375542,#71bb7f
167,167,audio_167.wav,0.575997531414032,0.4477725923061371,0.5875348448753357,0.4205973446369171,0.0115373134613037,-0.0271752476692199,0.5347482,0.5000416,0.08504677,0.061018407,0.9255105,0.26170188,0.66773015,0.46793693,0.07182618,0.05185455,-1,0.19664566,7.0131507,#107e7f,8.376273,1.2852226,#f4e67f,2.1830935,8.109031,#0a147f,2.8856254,11.173138,#105d7f,0.05254738,9.2186165,#073a7f
168,168,audio_168.wav,0.575997531414032,0.4477725923061371,0.6941394209861755,0.2395517230033874,0.1181418895721435,-0.2082208693027496,0.50825,0.68122506,0.6272912,0.33908647,0.23304218,0.199901,0.7821434,0.4761791,0.39337906,0.1739481,-1,4.2605433,9.581363,#70f37f,5.5799103,-2.83099,#a34e7f,3.4430733,12.540598,#39987f,6.02922,13.560115,#65be7f,3.9331298,12.575708,#6bc37f
169,169,audio_169.wav,0.575997531414032,0.4477725923061371,0.7257965803146362,0.2242099940776825,0.1497990489006042,-0.2235625982284546,0.7017428,0.91024387,0.5005031,0.5059844,0.22311306,0.17535472,0.79417825,0.46669805,0.55077195,0.3027052,-1,6.6622176,9.156397,#a9df7f,3.3187823,-3.2613719,#623e7f,5.2064137,13.674897,#7bba7f,8.340958,13.733882,#a3c67f,6.2192383,12.809974,#a6cc7f
170,170,audio_170.wav,0.575997531414032,0.4477725923061371,0.742514967918396,0.1563374996185302,0.166517436504364,-0.2914350926876068,0.017618299,0.7019411,0.12498331,0.6251818,0.594859,0.15294561,0.7861932,0.43753773,0.64633036,0.46364713,-1,4.966533,4.927144,#811f7f,3.0535173,1.1823379,#5be27f,6.993842,9.653273,#be427f,7.932035,9.269144,#98107f,5.5256386,8.260293,#94137f
171,171,audio_171.wav,0.575997531414032,0.4477725923061371,0.7134480476379395,0.2332974225282669,0.1374505162239074,-0.2144751697778701,0.9492403,0.23683923,0.67728436,0.8953728,0.41224152,0.16739324,0.80441034,0.46180305,0.49427453,0.2294085,-1,5.8051863,4.9466224,#95207f,2.226427,0.9185456,#43d87f,7.7248673,10.131487,#da507f,8.818307,9.571384,#b01c7f,6.4343534,8.463262,#ab1c7f
172,172,audio_172.wav,0.575997531414032,0.4477725923061371,0.6194616556167603,0.3691492974758148,0.0434641242027282,-0.0786232948303222,0.37488747,0.47474235,0.031412542,0.014827371,0.7504116,0.2042793,0.7199625,0.45331928,0.11373419,0.063009396,-1,-0.19917463,6.906811,#07797f,8.548742,1.7660835,#f9f87f,2.1869626,7.7251678,#0a087f,2.6032872,11.064689,#08597f,-0.054841913,8.883361,#042d7f
173,173,audio_173.wav,0.575997531414032,0.4477725923061371,0.6323189735412598,0.3461902439594269,0.0563214421272277,-0.1015823483467102,0.8502445,0.6141432,0.4991967,0.22600758,0.98102516,0.20784394,0.7226497,0.45218828,0.14930412,0.07929843,-1,2.7648885,6.2203093,#4d5a7f,5.7251835,0.46580887,#a8c87f,4.4890537,9.158793,#60337f,5.3576326,10.315008,#523a7f,2.9431138,9.408017,#52427f
174,174,audio_174.wav,0.575997531414032,0.4477725923061371,0.7469839453697205,0.2216746062040329,0.1709864139556884,-0.2260979861021042,0.36449182,0.4254586,0.31471378,0.62755454,0.7314434,0.18671264,0.7702562,0.4490512,0.7181694,0.6025639,-1,7.491361,7.3470373,#bd8d7f,1.8369744,-2.1369684,#38687f,7.000429,13.124426,#bfa97f,9.617287,12.376163,#c68e7f,7.483583,11.270805,#c68e7f
175,175,audio_175.wav,0.575997531414032,0.4477725923061371,0.7473589181900024,0.224844679236412,0.1713613867759704,-0.222927913069725,0.45465004,0.73250115,0.355631,0.82491344,0.2679013,0.18493587,0.7701226,0.44424653,0.74246854,0.6400127,-1,9.289053,9.078749,#e7dc7f,1.1521273,-4.1209507,#241e7f,7.0367575,15.348089,#c0ec7f,10.558657,14.476709,#dfe47f,8.664145,13.35454,#e5e37f
176,176,audio_176.wav,0.575997531414032,0.4477725923061371,0.591082751750946,0.4056706428527832,0.015085220336914,-0.0421019494533538,0.5047419,0.58926183,0.9803621,0.03703183,0.7868226,0.2600542,0.6712056,0.4671742,0.07521133,0.053036783,-1,-0.50504655,6.7546396,#00727f,8.661161,1.9088168,#fcfd7f,2.1836426,7.432023,#0a007f,2.3549793,11.010465,#01577f,-0.12577657,8.640915,#03237f
177,177,audio_177.wav,0.575997531414032,0.4477725923061371,0.670629620552063,0.2503573000431061,0.094632089138031,-0.197415292263031,0.5959895,0.44288105,0.3924204,0.2422542,0.114152074,0.2661642,0.72962195,0.4852591,0.29323944,0.14749756,-1,3.376279,9.480896,#5bee7f,6.2938313,-1.907295,#b8707f,2.895615,11.87473,#25847f,5.2115126,13.468342,#4fbb7f,3.1167314,12.342514,#56b97f
178,178,audio_178.wav,0.575997531414032,0.4477725923061371,0.7118483781814575,0.2317675650119781,0.1358508467674255,-0.2160050272941589,0.19526279,0.21266007,0.577831,0.49583447,0.82731575,0.1759777,0.79486954,0.4666781,0.47657153,0.23807584,-1,5.6032104,7.28621,#908a7f,3.4340818,-1.2062829,#668a7f,5.9495907,11.659124,#977e7f,7.9506607,11.635364,#99707f,5.6241136,10.641897,#97747f
179,179,audio_179.wav,0.575997531414032,0.4477725923061371,0.7477109432220459,0.2199222296476364,0.1717134118080139,-0.2278503626585006,0.5930366,0.9825965,0.53452796,0.95144314,0.14415705,0.18187058,0.7787971,0.45375678,0.7146459,0.55888957,-1,9.322074,9.503691,#e8ef7f,1.3986039,-4.901372,#2b027f,6.6209316,15.888124,#b0fc7f,10.400673,15.018742,#dbfa7f,8.529313,14.01573,#e1fd7f
180,180,audio_180.wav,0.575997531414032,0.4477725923061371,0.5945425629615784,0.4074447154998779,0.0185450315475463,-0.0403278768062591,0.58444715,0.63124895,0.58572537,0.042524993,0.44649428,0.23899296,0.68451506,0.46296054,0.07840793,0.052359547,-1,0.031975634,6.9208956,#0c7a7f,8.392471,1.4690253,#f4ed7f,2.319991,7.878068,#0f0d7f,2.751229,11.059287,#0c597f,0.13322325,9.00908,#09327f
181,181,audio_181.wav,0.575997531414032,0.4477725923061371,0.592751681804657,0.4057618975639343,0.016754150390625,-0.0420106947422027,0.28931868,0.75747,0.7743738,0.07255602,0.6055152,0.25255582,0.67862415,0.46474323,0.08236717,0.05601216,-1,0.23902635,6.8652377,#11777f,8.267349,1.3901268,#f1ea7f,2.3789036,7.9974613,#11117f,2.9009318,10.959439,#10557f,0.23032825,8.970436,#0c307f
182,182,audio_182.wav,0.575997531414032,0.4477725923061371,0.7468612790107727,0.2251697927713394,0.1708637475967407,-0.2226027995347976,0.8086033,0.03654641,0.13806969,0.6587262,0.7981979,0.17918444,0.7694231,0.4392376,0.7402865,0.6446996,-1,7.7650065,6.7270536,#c3717f,1.2748976,-1.5943751,#287c7f,7.6991043,12.836886,#d9a17f,9.942661,11.806889,#ce777f,7.9253516,10.75857,#d2797f
183,183,audio_183.wav,0.575997531414032,0.4477725923061371,0.6840108633041382,0.2386152744293213,0.1080133318901062,-0.2091573178768158,0.6789941,0.25076926,0.2719447,0.28108317,0.7782398,0.27424198,0.72686225,0.49227747,0.34529752,0.1903106,-1,3.7481592,8.888992,#64d37f,5.718287,-2.1841595,#a7667f,3.4291677,11.853987,#39847f,5.620513,12.943342,#5aa57f,3.4871693,11.9757185,#60aa7f
184,184,audio_184.wav,0.575997531414032,0.4477725923061371,0.6122822165489197,0.3705649673938751,0.0362846851348876,-0.0772076249122619,0.7666654,0.36438292,0.4971665,0.14107269,0.067126155,0.2370775,0.69381547,0.45824394,0.10794996,0.06676836,-1,2.0699642,7.648494,#3c9b7f,6.7174926,-0.3155408,#c4ab7f,3.3091905,9.596073,#34407f,4.503536,11.320314,#3b637f,2.2306342,10.291092,#3f667f
185,185,audio_185.wav,0.575997531414032,0.4477725923061371,0.6769821643829346,0.2960650622844696,0.1009846329689025,-0.1517075300216674,0.00794667,0.77022004,0.0035884976,0.27696133,0.08385354,0.17662862,0.7839359,0.45758498,0.29151952,0.11808061,-1,3.3572485,4.9586496,#5b217f,4.7557564,1.5306792,#8cef7f,5.862121,8.785159,#94287f,6.220492,9.246588,#6a0f7f,3.8481967,8.311434,#69157f
186,186,audio_186.wav,0.575997531414032,0.4477725923061371,0.6048163771629333,0.3938950896263122,0.0288188457489013,-0.0538775026798248,0.38870406,0.37385058,0.5860956,0.030700803,0.023356378,0.21879707,0.70125186,0.45666996,0.09190016,0.057079278,-1,0.17364131,6.7425704,#10727f,8.14132,1.5923214,#edf17f,2.5200598,7.834162,#170c7f,2.857108,10.747714,#0f4c7f,0.29831487,8.839116,#0d2b7f
187,187,audio_187.wav,0.575997531414032,0.4477725923061371,0.6055060029029846,0.382318764925003,0.0295084714889526,-0.065453827381134,0.22244471,0.34562224,0.8764096,0.098441005,0.7078665,0.23569591,0.6926912,0.45953044,0.096543595,0.061147112,-1,1.6508065,7.574821,#33987f,7.08066,-0.17445864,#cfb07f,3.0484922,9.482094,#2a3d7f,4.144522,11.455806,#32697f,1.8051873,10.362644,#34697f
188,188,audio_188.wav,0.575997531414032,0.4477725923061371,0.7476407289505005,0.2260635942220688,0.1716431975364685,-0.2217089980840683,0.39015967,0.07682973,0.34311688,0.8847196,0.6015137,0.17995688,0.7737845,0.44342834,0.74589825,0.62711453,-1,9.846091,8.238943,#f4b67f,0.37837648,-3.999221,#0e237f,7.9191136,15.170464,#e1e67f,11.196874,13.653362,#f0c27f,9.148384,12.76995,#f1cb7f
189,189,audio_189.wav,0.575997531414032,0.4477725923061371,0.6821944117546082,0.2934073507785797,0.1061968803405761,-0.1543652415275573,0.09355497,0.79496676,0.59325397,0.29813486,0.2956465,0.1764239,0.79084563,0.4588658,0.3165237,0.12506847,-1,3.669828,6.25671,#625c7f,4.6628838,0.4179101,#89c67f,5.4577513,9.791687,#85467f,6.4369574,10.283597,#70397f,4.190141,9.3869295,#72417f
190,190,audio_190.wav,0.575997531414032,0.4477725923061371,0.7198009490966797,0.2284259051084518,0.1438034176826477,-0.2193466871976852,0.85337174,0.96927726,0.5699608,0.49076396,0.5068355,0.17368823,0.79499036,0.46585003,0.5191807,0.27462557,-1,5.595896,6.6184034,#906c7f,3.2236044,-0.6902447,#609d7f,6.242701,11.351335,#a2757f,7.9790716,11.233144,#99607f,5.770745,10.083977,#9a5e7f
191,191,audio_191.wav,0.575997531414032,0.4477725923061371,0.7368919253349304,0.1914713680744171,0.1608943939208984,-0.2563012242317199,0.6454279,0.19454944,0.6294808,0.56122565,0.9030747,0.19665478,0.7770981,0.4756714,0.6004017,0.38756052,-1,6.788378,7.7047205,#ac9d7f,2.5083022,-2.0591033,#4b6b7f,6.3673925,12.801549,#a7a07f,8.827591,12.45124,#b0917f,6.71646,11.383263,#b3927f
192,192,audio_192.wav,0.575997531414032,0.4477725923061371,0.6254677772521973,0.3567180633544922,0.0494702458381652,-0.0910545289516449,0.42006147,0.326805,0.8862658,0.006482661,0.55667406,0.21089928,0.72821337,0.45751026,0.13271391,0.06778511,-1,-0.15571322,6.545507,#08697f,8.578708,1.6693304,#faf47f,2.025936,7.6874924,#04077f,2.669512,10.956042,#0a557f,0.04321033,8.679972,#07247f
