,id,audio_file,x_b,x_d,y_hat_b,y_hat_d,brightness_diff,depth_diff,p_freq_hz,p_fine_hz,p_feedback,p_hat_freq_hz,p_hat_fine_hz,p_hat_feedback,class,x_emb_n=0,y_emb_n=0,colour_n=0,x_emb_n=5,y_emb_n=5,colour_n=5,x_emb_n=10,y_emb_n=10,colour_n=10,x_emb_n=25,y_emb_n=25,colour_n=25,x_emb_n=100,y_emb_n=100,colour_n=100
264,264,audio_264.wav,0.6104051470756531,0.4509032666683197,0.8689854741096497,0.062017697840929,0.2585803270339966,-0.3888855688273906,0.76365924,0.32355803,0.07505435,0.66827357,0.6453741,0.58821726,-1,10.973405,14.961684,#f3fa7f,6.507307,15.850036,#b3fb7f,7.161473,11.972193,#b0f57f,9.878261,15.096001,#dbfc7f,10.43677,16.837046,#e6fd7f
265,265,audio_265.wav,0.6104051470756531,0.4509032666683197,0.794173538684845,0.3354968428611755,0.1837683916091919,-0.1154064238071441,0.032532573,0.95170397,0.07609874,0.25200722,0.35471493,0.8699173,-1,-4.309864,13.077492,#06e27f,-4.2286363,9.28148,#07a67f,-6.0164046,11.171511,#03e87f,-5.909569,11.177612,#01c37f,-4.314515,11.020383,#00af7f
266,266,audio_266.wav,0.6104051470756531,0.4509032666683197,0.8689821362495422,0.0635445117950439,0.2585769891738891,-0.3873587548732757,0.5929489,0.16136765,0.56593466,0.6636307,0.64800256,0.5926342,-1,9.20123,4.1593747,#d76e7f,10.273733,6.6326547,#f0847f,12.621321,5.014525,#f7867f,11.429924,6.0136333,#f1777f,10.78983,7.4679346,#ec7f7f
267,267,audio_267.wav,0.6104051470756531,0.4509032666683197,0.8690798878669739,0.0588942170143127,0.2586747407913208,-0.3920090496540069,0.8635301,0.332532,0.3621632,0.6689136,0.6451246,0.58719486,-1,9.849965,7.8401294,#e19e7f,9.391943,9.584862,#e2aa7f,12.074539,7.7587924,#f0b27f,10.70385,8.73641,#e79f7f,10.52172,10.044241,#e8a27f
268,268,audio_268.wav,0.6104051470756531,0.4509032666683197,0.8026155233383179,0.3372653424739837,0.1922103762626648,-0.1136379241943359,0.19922173,0.7801494,0.77631366,0.27738476,0.38306022,0.86251193,-1,-3.3655791,2.4722266,#14597f,-2.2641585,0.91435885,#273a7f,-2.3944097,2.6045282,#33607f,-2.6264224,2.540783,#2e447f,-1.1877861,2.4441552,#313c7f
269,269,audio_269.wav,0.6104051470756531,0.4509032666683197,0.7986487746238708,0.3371250927448272,0.1882436275482177,-0.1137781739234924,0.01760286,0.1974451,0.39843225,0.2632409,0.36823156,0.8685359,-1,-4.118593,13.809473,#09eb7f,-4.597166,10.019553,#01b07f,-5.98296,11.8826685,#04f37f,-5.842692,11.967948,#02ce7f,-4.252853,11.631535,#01b77f
270,270,audio_270.wav,0.6104051470756531,0.4509032666683197,0.7940980195999146,0.3348676860332489,0.1836928725242614,-0.1160355806350708,0.006531,0.63463795,0.19013792,0.24864905,0.35006946,0.8706416,-1,-4.1274314,13.903621,#09ec7f,-4.6216626,10.093149,#01b17f,-6.020777,11.846297,#03f37f,-5.865018,12.031444,#01cf7f,-4.254974,11.741021,#01b97f
271,271,audio_271.wav,0.6104051470756531,0.4509032666683197,0.866535484790802,0.0780131369829177,0.2561303377151489,-0.3728901296854019,0.47964412,0.32407874,0.83815587,0.6278633,0.6498164,0.631587,-1,8.510765,-2.1227922,#cd1d7f,8.960372,0.68723047,#db377f,11.11656,-1.0098406,#e4277f,11.24084,-0.3440534,#ee197f,10.644657,1.0887828,#ea2a7f
272,272,audio_272.wav,0.6104051470756531,0.4509032666683197,0.8472160696983337,0.3229698240756988,0.2368109226226806,-0.1279334425926208,0.446729,0.37049317,0.47781754,0.4787152,0.55481076,0.76147884,-1,6.4739513,-4.090241,#ad047f,7.5343385,-1.5580713,#c41a7f,8.773177,-2.738736,#c50b7f,9.111951,-1.6417092,#d1067f,9.120079,-0.9435539,#d20e7f
273,273,audio_273.wav,0.6104051470756531,0.4509032666683197,0.8096879720687866,0.3369292318820953,0.1992828249931335,-0.1139740347862243,0.27964544,0.12346029,0.27958578,0.30288532,0.40960193,0.8567747,-1,-1.2141647,-1.5417044,#36257f,0.2871788,-2.457542,#500e7f,0.87023383,-1.1357329,#5d257f,0.82282907,-0.9764461,#5e107f,1.261349,-1.0163698,#570d7f
274,274,audio_274.wav,0.6104051470756531,0.4509032666683197,0.7986320853233337,0.3368157148361206,0.1882269382476806,-0.1140875518321991,0.038428605,0.9217841,0.96714914,0.26017156,0.36443642,0.8684531,-1,-4.4143686,12.071615,#04d57f,-4.139607,8.25572,#09997f,-6.1411057,10.2269745,#02d97f,-5.7543283,10.356183,#03b67f,-3.98163,10.112186,#06a37f
275,275,audio_275.wav,0.6104051470756531,0.4509032666683197,0.7986562252044678,0.3357044458389282,0.1882510781288147,-0.1151988208293914,0.11733252,0.42827153,0.93794936,0.2599997,0.3645497,0.8690553,-1,-4.640338,8.806625,#01aa7f,-3.448257,5.7639656,#14797f,-5.617275,7.603718,#08b07f,-4.77534,7.6069403,#118e7f,-3.262781,7.679997,#11827f
276,276,audio_276.wav,0.6104051470756531,0.4509032666683197,0.8680843710899353,0.071517638862133,0.2576792240142822,-0.3793856278061867,0.52707297,0.47372878,0.27892846,0.6467999,0.65254354,0.60903263,-1,9.153924,-0.30737355,#d7357f,9.900616,2.661793,#ea507f,11.857194,0.72269684,#ed427f,11.837948,1.5471108,#f7357f,11.295133,3.1476667,#f4457f
277,277,audio_277.wav,0.6104051470756531,0.4509032666683197,0.8685382008552551,0.0653662607073783,0.258133053779602,-0.3855370059609413,0.95171016,0.68322146,0.020802557,0.65287155,0.65224725,0.6025013,-1,9.101782,0.6428836,#d6417f,9.983179,3.2014806,#eb577f,11.933642,1.6307969,#ee517f,11.747965,2.5218897,#f5437f,11.317367,3.915204,#f4507f
278,278,audio_278.wav,0.6104051470756531,0.4509032666683197,0.8048120141029358,0.337988018989563,0.1944068670272827,-0.1129152476787567,0.07487339,0.42842412,0.11883712,0.2820333,0.39023045,0.8608937,-1,-4.0980844,10.795067,#09c47f,-3.4072673,7.577799,#14907f,-5.739474,9.363234,#07cb7f,-5.8361773,9.333677,#02a77f,-4.126328,9.180717,#03967f
279,279,audio_279.wav,0.6104051470756531,0.4509032666683197,0.8688912391662598,0.0635078996419906,0.2584860920906067,-0.387395367026329,0.89903516,0.83124626,0.5543464,0.6594139,0.6492074,0.59678364,-1,9.356533,4.205016,#da6f7f,10.373426,6.6728344,#f1847f,12.537162,4.9383783,#f6857f,11.486486,6.087481,#f2787f,10.827619,7.4654922,#ed7f7f
280,280,audio_280.wav,0.6104051470756531,0.4509032666683197,0.8690349459648132,0.0584240555763244,0.2586297988891601,-0.3924792110919952,0.6244935,0.24565661,0.49526042,0.6666756,0.6458515,0.58904725,-1,9.741461,7.5052857,#e09a7f,9.384734,9.344184,#e1a77f,12.179117,7.472524,#f1ad7f,10.782572,8.522258,#e89c7f,10.436383,9.718498,#e69e7f
281,281,audio_281.wav,0.6104051470756531,0.4509032666683197,0.868740439414978,0.066686674952507,0.2583352923393249,-0.3842165917158127,0.9498159,0.740341,0.26274884,0.65840214,0.6493067,0.5984274,-1,9.405008,0.722842,#da427f,10.321932,3.3458276,#f0597f,12.230335,1.5385745,#f24f7f,11.885219,2.7580051,#f7477f,11.517226,3.928432,#f7507f
282,282,audio_282.wav,0.6104051470756531,0.4509032666683197,0.869033694267273,0.0635281950235366,0.2586285471916199,-0.387375071644783,0.7338153,0.432514,0.50902265,0.6684552,0.64546996,0.5883588,-1,11.364948,15.230012,#f9fd7f,6.3637676,15.726,#b1fa7f,7.095309,12.291427,#affa7f,9.547743,15.243097,#d7fe7f,10.624697,16.748161,#e9fc7f
283,283,audio_283.wav,0.6104051470756531,0.4509032666683197,0.7986456751823425,0.3351753056049347,0.1882405281066894,-0.115727961063385,0.08780807,0.56498414,0.39719546,0.2629324,0.369207,0.86837083,-1,-4.363981,10.058743,#05bb7f,-3.4961498,6.90332,#13877f,-5.77676,8.681228,#06c17f,-5.3913217,8.691481,#089e7f,-3.850662,8.62876,#088f7f
284,284,audio_284.wav,0.6104051470756531,0.4509032666683197,0.8690522909164429,0.0607960149645805,0.2586471438407898,-0.3901072517037391,0.7722594,0.65420896,0.16956425,0.6694049,0.6450221,0.58720094,-1,11.101172,14.574181,#f5f57f,6.7733884,15.547947,#b8f87f,7.6886053,11.935996,#b7f47f,9.764832,14.536799,#daf47f,10.391205,16.308157,#e6f67f
285,285,audio_285.wav,0.6104051470756531,0.4509032666683197,0.8006510138511658,0.3358976542949676,0.1902458667755127,-0.115005612373352,0.27553666,0.05651903,0.40513045,0.27133256,0.37612918,0.8665008,-1,-1.5810013,-1.3404597,#30277f,-0.12345538,-2.4213657,#490e7f,0.5396812,-1.0154469,#59277f,0.48881444,-0.85265267,#59127f,0.76231974,-0.80389786,#50107f
286,286,audio_286.wav,0.6104051470756531,0.4509032666683197,0.8690972924232483,0.0618217550218105,0.2586921453475952,-0.3890815116465091,0.80155265,0.77762496,0.30924088,0.66902983,0.64530814,0.58759075,-1,10.967542,13.089931,#f3e27f,7.8187466,14.383918,#c8e87f,9.0583935,11.68025,#c9f07f,9.896728,13.1813,#dce07f,10.390459,14.845721,#e6e37f
287,287,audio_287.wav,0.6104051470756531,0.4509032666683197,0.8689830899238586,0.0635440871119499,0.2585779428482055,-0.3873591795563698,0.9003853,0.59063715,0.6029219,0.66436726,0.6474177,0.59183437,-1,9.244106,4.2808857,#d8707f,10.277255,6.638314,#f0847f,12.627078,5.08888,#f7887f,11.26331,6.079469,#ef787f,10.91082,7.4975624,#ee807f
288,288,audio_288.wav,0.6104051470756531,0.4509032666683197,0.868955135345459,0.0600373744964599,0.2585499882698059,-0.3908658921718597,0.83155847,0.22375184,0.16243023,0.66985124,0.645011,0.5864454,-1,10.032332,9.5593815,#e4b47f,8.955863,11.253171,#dbc07f,11.160038,9.264406,#e4ca7f,10.083422,10.54501,#deb97f,10.57626,11.91286,#e9bb7f
289,289,audio_289.wav,0.6104051470756531,0.4509032666683197,0.8690308332443237,0.0583164729177951,0.2586256861686706,-0.3925867937505245,0.78108287,0.8881563,0.058909893,0.6677113,0.6457378,0.5887921,-1,11.0597315,14.010712,#f4ee7f,7.312216,15.121993,#c0f27f,8.230915,11.80382,#bef27f,9.977623,14.029298,#ddec7f,10.174286,15.660844,#e2ed7f
290,290,audio_290.wav,0.6104051470756531,0.4509032666683197,0.8664922714233398,0.0813201963901519,0.2560871243476867,-0.3695830702781677,0.937673,0.74348956,0.98604554,0.6258181,0.649019,0.6337933,-1,9.70942,1.9004726,#df517f,11.050395,4.413209,#fc677f,12.938023,2.608618,#fb607f,12.126485,3.6783886,#fb547f,11.794332,5.1774592,#fc617f
291,291,audio_291.wav,0.6104051470756531,0.4509032666683197,0.7966432571411133,0.3399905264377594,0.1862381100654602,-0.1109127402305603,0.027152061,0.35216022,0.46219766,0.2561564,0.36105397,0.8697249,-1,-4.1002326,13.297459,#09e47f,-4.3835235,9.448599,#05a87f,-6.069679,11.392125,#02ec7f,-5.804021,11.377462,#02c57f,-4.333715,11.22688,#00b27f
292,292,audio_292.wav,0.6104051470756531,0.4509032666683197,0.8065022230148315,0.3363451063632965,0.1960970759391784,-0.1145581603050232,0.19501877,0.32308388,0.34533834,0.28906864,0.39848006,0.8592949,-1,-3.7219274,3.5069878,#0f667f,-2.476303,1.6958524,#23447f,-2.831719,3.3601341,#2d6c7f,-2.893426,3.1516194,#2b4d7f,-1.4579962,3.147805,#2d457f
293,293,audio_293.wav,0.6104051470756531,0.4509032666683197,0.7940588593482971,0.3349304497241974,0.183653712272644,-0.1159728169441223,0.20483589,0.7650418,0.9662585,0.25247067,0.35507467,0.8696859,-1,-3.3667088,2.2815313,#14567f,-2.1905851,0.6585707,#28367f,-2.3381364,2.4659836,#335e7f,-2.5061383,2.3165603,#30407f,-1.0990427,2.2767735,#333a7f
294,294,audio_294.wav,0.6104051470756531,0.4509032666683197,0.8127810955047607,0.3363284468650818,0.2023759484291076,-0.1145748198032379,0.17879856,0.4561447,0.07116717,0.31549838,0.42646345,0.8501634,-1,-3.812286,3.64544,#0d687f,-2.4332507,1.9525836,#24477f,-2.970656,3.6075683,#2b707f,-2.8563404,3.294262,#2b4f7f,-1.5254788,3.4360883,#2c497f
295,295,audio_295.wav,0.6104051470756531,0.4509032666683197,0.868751049041748,0.0638188794255256,0.2583459019660949,-0.387084387242794,0.5158819,0.55105025,0.12060338,0.6569624,0.6502103,0.5986214,-1,9.181317,-0.49882475,#d7327f,9.733246,2.296384,#e74c7f,11.762898,0.5251053,#ec3f7f,11.791316,1.336045,#f6327f,11.203246,2.774597,#f2407f
296,296,audio_296.wav,0.6104051470756531,0.4509032666683197,0.8688784241676331,0.0616413280367851,0.25847327709198,-0.3892619386315346,0.89535856,0.7003096,0.5087286,0.66025436,0.6496915,0.5963309,-1,9.195265,4.470971,#d7727f,10.319399,6.7088447,#f0857f,12.672045,5.1966605,#f8897f,11.242468,6.1622357,#ee797f,10.910207,7.5509944,#ee807f
297,297,audio_297.wav,0.6104051470756531,0.4509032666683197,0.8690376877784729,0.0569848753511905,0.2586325407028198,-0.3939183913171291,0.6873695,0.2343654,0.98523414,0.66667116,0.6462901,0.5889031,-1,11.370003,12.608788,#f9dc7f,7.606197,13.824324,#c5e17f,9.550159,11.694949,#cff07f,9.541326,12.793644,#d7da7f,10.818099,14.496189,#ecde7f
298,298,audio_298.wav,0.6104051470756531,0.4509032666683197,0.8689876794815063,0.0620248056948185,0.2585825324058532,-0.3888784609735012,0.7297951,0.98535115,0.20440644,0.6693359,0.6447579,0.5877999,-1,11.152338,14.870881,#f6f97f,6.4747543,15.795466,#b3fb7f,7.2973704,12.055221,#b2f67f,9.826049,15.016407,#dbfb7f,10.494436,16.746008,#e7fc7f
299,299,audio_299.wav,0.6104051470756531,0.4509032666683197,0.8689600229263306,0.0586554072797298,0.2585548758506775,-0.3922478593885898,0.8180215,0.8338415,0.5202432,0.66963935,0.64525694,0.5873482,-1,10.848526,12.1730585,#f1d67f,8.073167,13.656682,#ccdf7f,9.765495,11.08592,#d2e77f,9.747446,12.317978,#dad37f,10.760814,14.043218,#ecd87f
300,300,audio_300.wav,0.6104051470756531,0.4509032666683197,0.8025421500205994,0.3378085196018219,0.1921370029449463,-0.1130947470664978,0.124676526,0.46934426,0.9072634,0.27416512,0.3809703,0.8650218,-1,-4.5090284,7.5349765,#039a7f,-3.2445738,4.9351473,#176e7f,-5.0043335,6.6912403,#10a17f,-4.2364426,6.2371135,#187a7f,-3.1255956,6.6910534,#13757f
301,301,audio_301.wav,0.6104051470756531,0.4509032666683197,0.8158624768257141,0.3351754248142242,0.205457329750061,-0.1157278418540954,0.18515998,0.9604585,0.78679067,0.3306475,0.4379593,0.84403574,-1,-3.653376,3.6551995,#10687f,-2.5906286,1.8251778,#21467f,-2.9357858,3.4600003,#2b6e7f,-3.0187585,3.180706,#294d7f,-1.5662968,3.2272284,#2b467f
302,302,audio_302.wav,0.6104051470756531,0.4509032666683197,0.8157846331596375,0.3359999060630798,0.2053794860839843,-0.1149033606052398,0.29527938,0.08019072,0.9466297,0.3318746,0.435988,0.8433028,-1,-0.4393996,-2.2129123,#421c7f,1.2856183,-2.937112,#60087f,1.919338,-1.7236534,#6b1b7f,1.9515043,-1.288311,#6e0c7f,2.2360194,-1.4514755,#67077f
303,303,audio_303.wav,0.6104051470756531,0.4509032666683197,0.8689915537834167,0.0635103583335876,0.2585864067077636,-0.387392908334732,0.7225882,0.86268246,0.67662156,0.6687503,0.6454475,0.5877342,-1,11.3410635,14.326986,#f8f27f,6.7895527,15.2276945,#b8f37f,7.9538274,12.08488,#baf77f,9.579565,14.290452,#d7f07f,10.642887,16.052176,#eaf37f
304,304,audio_304.wav,0.6104051470756531,0.4509032666683197,0.8689444065093994,0.05895871296525,0.2585392594337463,-0.3919445537030697,0.8103343,0.9161319,0.7864219,0.669403,0.6450114,0.58729136,-1,10.91665,12.3438225,#f2d87f,8.038175,13.658659,#ccdf7f,9.672242,11.255036,#d1ea7f,9.764873,12.433919,#dad57f,10.634023,14.147169,#ead97f
305,305,audio_305.wav,0.6104051470756531,0.4509032666683197,0.8370688557624817,0.3311455547809601,0.2266637086868286,-0.1197577118873596,0.37788987,0.9593926,0.21040761,0.42244327,0.53291637,0.785788,-1,3.1478658,-4.3316736,#79017f,5.3126125,-3.3033562,#a0037f,5.99261,-3.3239448,#a0027f,5.9960537,-2.0437603,#a6007f,6.295734,-1.9998289,#a6007f
306,306,audio_306.wav,0.6104051470756531,0.4509032666683197,0.8689658045768738,0.0592102855443954,0.2585606575012207,-0.3916929811239242,0.71800137,0.82262284,0.35665232,0.6690414,0.6453089,0.5874618,-1,11.268522,14.234725,#f7f17f,6.9631486,15.235793,#bbf47f,7.913951,11.978421,#baf57f,9.723231,14.275562,#d9f07f,10.427355,15.97437,#e6f27f
307,307,audio_307.wav,0.6104051470756531,0.4509032666683197,0.8422365188598633,0.3278388082981109,0.2318313717842102,-0.1230644583702087,0.3771941,0.48994988,0.4484601,0.44789934,0.55803543,0.7683114,-1,3.2243025,-4.3923006,#7b007f,5.2647433,-3.294548,#9f037f,5.9346104,-3.2772913,#a0037f,5.9428754,-1.9567622,#a5027f,6.2458606,-2.0294611,#a5007f
308,308,audio_308.wav,0.6104051470756531,0.4509032666683197,0.8684811592102051,0.0694552958011627,0.258076012134552,-0.381447970867157,0.9817418,0.6195969,0.0675711,0.6520728,0.6528636,0.6033539,-1,9.03641,-0.85337317,#d52e7f,9.529736,1.9427654,#e4477f,11.626693,0.1423567,#ea397f,11.704302,0.875987,#f52b7f,11.0876875,2.3926857,#f13b7f
309,309,audio_309.wav,0.6104051470756531,0.4509032666683197,0.8689588308334351,0.0644706189632415,0.258553683757782,-0.3864326477050781,0.64287984,0.18198186,0.1646468,0.66882735,0.64516795,0.587345,-1,9.678533,8.504647,#dfa77f,9.047788,10.248407,#dcb37f,11.754355,8.358253,#ecbb7f,10.371466,9.470569,#e2a97f,10.5451565,10.76702,#e8ac7f
310,310,audio_310.wav,0.6104051470756531,0.4509032666683197,0.8690065145492554,0.0639824643731117,0.2586013674736023,-0.386920802295208,0.7567113,0.1092664,0.67936313,0.66812414,0.64522564,0.58840245,-1,11.470099,15.05358,#fafb7f,6.0749397,15.656762,#acf97f,7.0388417,12.435221,#aefc7f,9.3495245,14.988873,#d4fa7f,11.01518,16.710562,#f0fc7f
311,311,audio_311.wav,0.6104051470756531,0.4509032666683197,0.7986181974411011,0.3354706168174743,0.188213050365448,-0.1154326498508453,0.115694106,0.43986583,0.105849326,0.2650287,0.37073994,0.8677384,-1,-4.3301635,8.778633,#05aa7f,-3.0871727,5.677155,#19777f,-5.216072,7.6287045,#0eb07f,-5.034236,7.513826,#0d8d7f,-3.4945638,7.4714627,#0d7f7f
312,312,audio_312.wav,0.6104051470756531,0.4509032666683197,0.8511168956756592,0.3210097551345825,0.2407117486000061,-0.1298935115337371,0.38816082,0.33385593,0.76479,0.5048077,0.602882,0.72928494,-1,3.6461926,-4.408001,#81007f,5.763039,-3.0793417,#a7067f,6.4595537,-3.223865,#a7047f,6.3656645,-1.974608,#ab017f,6.659754,-2.0382795,#ac007f
313,313,audio_313.wav,0.6104051470756531,0.4509032666683197,0.8689934611320496,0.0619490146636962,0.2585883140563965,-0.3889542520046234,0.7965028,0.37337124,0.4704432,0.66967183,0.644925,0.5875051,-1,11.384527,13.398608,#f9e67f,7.3533273,14.612731,#c1eb7f,8.776026,11.888836,#c5f47f,9.641819,13.557825,#d8e57f,10.5602865,15.304793,#e8e97f
314,314,audio_314.wav,0.6104051470756531,0.4509032666683197,0.8397837281227112,0.3300442397594452,0.2293785810470581,-0.1208590269088745,0.3618353,0.76609755,0.43210924,0.4345903,0.5458996,0.7758389,-1,2.8894653,-4.2891836,#75017f,5.002356,-3.3181353,#9b037f,5.65072,-3.2120907,#9c047f,5.585208,-1.9720576,#a0017f,5.884125,-2.0039454,#9f007f
315,315,audio_315.wav,0.6104051470756531,0.4509032666683197,0.8453009724617004,0.3252318501472473,0.2348958253860473,-0.1256714165210724,0.37729454,0.93166286,0.76021385,0.4710063,0.58106005,0.75313336,-1,3.1945016,-4.3185887,#7a017f,5.3456326,-3.2391877,#a1047f,5.927963,-3.2998688,#a0027f,6.015037,-1.9998882,#a6017f,6.271159,-2.029212,#a6007f
316,316,audio_316.wav,0.6104051470756531,0.4509032666683197,0.8690347671508789,0.0635789781808853,0.2586296200752258,-0.3873242884874344,0.61380243,0.6202259,0.37492955,0.6665322,0.646145,0.5892438,-1,9.776591,7.389379,#e0987f,9.519869,9.059842,#e4a37f,12.183475,7.263998,#f2aa7f,10.835945,8.331551,#e9997f,10.543622,9.545824,#e89b7f
317,317,audio_317.wav,0.6104051470756531,0.4509032666683197,0.7986457347869873,0.3351797759532928,0.1882405877113342,-0.1157234907150268,0.04939419,0.5916403,0.50368553,0.26387334,0.369456,0.86815834,-1,-4.2885103,12.262493,#06d77f,-3.9946449,8.582132,#0b9d7f,-6.010657,10.523909,#03de7f,-5.7039285,10.450159,#04b87f,-4.0948143,10.325076,#04a67f
318,318,audio_318.wav,0.6104051470756531,0.4509032666683197,0.8527823686599731,0.3161268234252929,0.24237722158432,-0.1347764432430267,0.4001478,0.39575738,0.29142916,0.5166014,0.6099869,0.7238965,-1,4.4476867,-4.3355803,#8e017f,6.1478467,-2.6832101,#ae0b7f,7.0647345,-3.2995553,#ae027f,7.24704,-1.9265301,#b7027f,7.485467,-1.7046545,#b8047f
319,319,audio_319.wav,0.6104051470756531,0.4509032666683197,0.8684367537498474,0.0679301097989082,0.2580316066741943,-0.3829731568694114,0.88911897,0.45496207,0.6956293,0.64866984,0.6501447,0.60791224,-1,9.554415,4.5193124,#dd737f,10.295123,7.2551193,#f08c7f,12.308053,5.423867,#f38d7f,11.619866,6.484524,#f47e7f,10.451959,7.7732725,#e7837f
320,320,audio_320.wav,0.6104051470756531,0.4509032666683197,0.8690348267555237,0.0635807588696479,0.2586296796798706,-0.3873225077986717,0.7618608,0.28527212,0.7746519,0.6685478,0.6451565,0.5881781,-1,11.502977,14.649752,#fbf67f,6.5112195,15.376844,#b3f57f,7.638629,12.383955,#b6fb7f,9.409566,14.571609,#d5f47f,10.8155365,16.31635,#ecf67f
321,321,audio_321.wav,0.6104051470756531,0.4509032666683197,0.8324284553527832,0.3311706781387329,0.2220233082771301,-0.1197325885295867,0.33781797,0.32304847,0.5347482,0.40585876,0.5162927,0.79831845,-1,1.7908705,-3.9977658,#64057f,3.7450273,-3.570245,#87007f,4.522425,-2.9559393,#8d087f,4.4536047,-1.8269391,#90047f,4.6622257,-1.8798879,#8c027f
322,322,audio_322.wav,0.6104051470756531,0.4509032666683197,0.8651106953620911,0.0886692330241203,0.254705548286438,-0.3622340336441993,0.5000416,0.08504677,0.061018407,0.6123718,0.6504638,0.64431643,-1,8.780133,-1.3106452,#d1287f,9.193641,1.4791888,#de417f,11.4066,-0.21009,#e7337f,11.575831,0.40094465,#f3247f,10.856801,1.8350444,#ed347f
323,323,audio_323.wav,0.6104051470756531,0.4509032666683197,0.8687059283256531,0.0666906833648681,0.25830078125,-0.3842125833034515,0.9255105,0.50825,0.68122506,0.65323627,0.65033203,0.6035887,-1,9.660914,2.400452,#de587f,11.144999,4.8270025,#fe6c7f,13.120292,2.9972239,#fe667f,11.953452,4.17876,#f85c7f,11.758967,5.6422396,#fb677f
324,324,audio_324.wav,0.6104051470756531,0.4509032666683197,0.8690323233604431,0.0583547726273536,0.25862717628479,-0.392548494040966,0.6272912,0.33908647,0.23304218,0.6678698,0.6455513,0.58813334,-1,9.77751,7.7290163,#e09d7f,9.24091,9.4924345,#dfa97f,12.057293,7.6098843,#f0b07f,10.594907,8.771457,#e59f7f,10.406405,9.954644,#e6a17f
325,325,audio_325.wav,0.6104051470756531,0.4509032666683197,0.8690385222434998,0.0611113123595714,0.2586333751678467,-0.3897919543087482,0.7017428,0.91024387,0.5005031,0.66909516,0.64539224,0.5875802,-1,11.140531,13.579226,#f5e87f,7.439532,14.753406,#c2ed7f,8.645572,11.8199005,#c3f27f,9.840514,13.696276,#dbe77f,10.37074,15.273345,#e5e87f
326,326,audio_326.wav,0.6104051470756531,0.4509032666683197,0.8671517372131348,0.0745029225945472,0.2567465901374817,-0.3764003440737724,0.5059844,0.22311306,0.017618299,0.6324194,0.6523952,0.62576234,-1,8.879171,-1.1511077,#d22a7f,9.304965,1.608947,#e0437f,11.531811,-0.17540476,#e9347f,11.5782385,0.6290875,#f3287f,10.904221,2.0103512,#ee367f
327,327,audio_327.wav,0.6104051470756531,0.4509032666683197,0.8690766096115112,0.0588651597499847,0.2586714625358581,-0.3920381069183349,0.7019411,0.12498331,0.6251818,0.6689098,0.64561576,0.587977,-1,11.106304,13.106479,#f5e27f,7.541502,14.35918,#c4e87f,9.1314745,11.80553,#caf27f,9.736423,13.09219,#dadf7f,10.489814,14.997061,#e7e57f
328,328,audio_328.wav,0.6104051470756531,0.4509032666683197,0.8689375519752502,0.0623383745551109,0.2585324048995971,-0.3885648921132087,0.594859,0.9492403,0.23683923,0.6642351,0.647754,0.59188694,-1,9.102024,4.535019,#d6737f,10.031446,6.815485,#ec867f,12.744431,5.347555,#f98c7f,11.167274,6.335251,#ed7b7f,10.913316,7.799572,#ee847f
329,329,audio_329.wav,0.6104051470756531,0.4509032666683197,0.8690362572669983,0.0578018948435783,0.2586311101913452,-0.3931013718247413,0.67728436,0.8953728,0.41224152,0.67056644,0.6442576,0.58583856,-1,10.933424,12.259493,#f2d77f,8.005133,13.749083,#cbe07f,9.691554,11.20241,#d1e97f,9.812883,12.5044985,#dbd67f,10.633769,14.269069,#eadb7f
330,330,audio_330.wav,0.6104051470756531,0.4509032666683197,0.827113926410675,0.3321897089481354,0.2167087793350219,-0.1187135577201843,0.37488747,0.47474235,0.031412542,0.3890956,0.49895346,0.81199986,-1,3.5015285,-4.3192534,#7f017f,5.673369,-3.0252717,#a6077f,6.159168,-3.4635696,#a3007f,6.2929378,-2.1082525,#aa007f,6.5182924,-1.9113381,#a9017f
331,331,audio_331.wav,0.6104051470756531,0.4509032666683197,0.7940959930419922,0.3357397317886352,0.1836908459663391,-0.1151635348796844,0.014827371,0.7504116,0.8502445,0.24926794,0.351417,0.87068784,-1,-4.027422,13.530261,#0ae77f,-4.460439,9.754906,#03ac7f,-6.2107234,11.624072,#01ef7f,-5.7669644,11.799061,#03cc7f,-4.2881,11.479876,#01b57f
332,332,audio_332.wav,0.6104051470756531,0.4509032666683197,0.8690347671508789,0.0584187693893909,0.2586296200752258,-0.3924844972789287,0.6141432,0.4991967,0.22600758,0.66772664,0.6456068,0.5883771,-1,9.159738,4.946258,#d7797f,9.90407,7.326061,#ea8d7f,12.649259,5.8884935,#f8947f,11.109666,6.8814597,#ed837f,10.782928,8.312936,#ec8b7f
333,333,audio_333.wav,0.6104051470756531,0.4509032666683197,0.8665480017662048,0.0799034610390663,0.2561428546905517,-0.3709998056292534,0.98102516,0.36449182,0.4254586,0.62696475,0.65165365,0.63030607,-1,9.086925,-1.2014108,#d5297f,9.555348,1.6914529,#e4447f,11.66836,-0.015726725,#eb367f,11.838215,0.59023255,#f7277f,11.1694145,2.1582758,#f2387f
334,334,audio_334.wav,0.6104051470756531,0.4509032666683197,0.8356162309646606,0.3293047547340393,0.2252110838890075,-0.1215985119342804,0.31471378,0.62755454,0.7314434,0.41999698,0.52682394,0.7895346,-1,0.74422234,-3.2824037,#540e7f,2.4433033,-3.424172,#72017f,3.2273622,-2.400735,#7c117f,3.1565125,-1.650074,#7e067f,3.3874655,-1.6903906,#79047f
