,id,audio_file,x_b,x_d,y_hat_b,y_hat_d,brightness_diff,depth_diff,p_freq_hz,p_fine_hz,p_feedback,p_hat_freq_hz,p_hat_fine_hz,p_hat_feedback,class,x_emb_n=0,y_emb_n=0,colour_n=0,x_emb_n=5,y_emb_n=5,colour_n=5,x_emb_n=10,y_emb_n=10,colour_n=10,x_emb_n=25,y_emb_n=25,colour_n=25,x_emb_n=100,y_emb_n=100,colour_n=100
335,335,audio_335.wav,0.6104051470756531,0.4509032666683197,0.8620383739471436,0.0915585681796073,0.2516332268714905,-0.3593446984887123,0.45465004,0.73250115,0.355631,0.58496994,0.63427734,0.67489797,-1,7.595475,-3.4616156,#be0c7f,8.17391,-0.7668409,#ce247f,9.872218,-2.1253173,#d3157f,10.157653,-1.2670326,#df0c7f,9.84799,-0.22647963,#dd187f
336,336,audio_336.wav,0.6104051470756531,0.4509032666683197,0.8690982460975647,0.0588523373007774,0.2586930990219116,-0.3920509293675422,0.82491344,0.2679013,0.5047419,0.6697772,0.6449502,0.5867556,-1,10.180141,9.679782,#e6b67f,8.981907,11.445554,#dbc27f,11.075371,9.330308,#e3cb7f,10.074148,10.808003,#debd7f,10.663641,12.071226,#eabd7f
337,337,audio_337.wav,0.6104051470756531,0.4509032666683197,0.8690927028656006,0.0592254847288131,0.2586875557899475,-0.3916777819395065,0.58926183,0.9803621,0.03703183,0.66566426,0.6468034,0.59015864,-1,9.001794,4.2433057,#d46f7f,10.006,6.4349008,#eb817f,12.927388,5.008067,#fb867f,11.094492,5.8664274,#ec757f,11.073689,7.526921,#f0807f
338,338,audio_338.wav,0.6104051470756531,0.4509032666683197,0.8689802885055542,0.0662664994597435,0.2585751414299011,-0.3846367672085762,0.7868226,0.5959895,0.44288105,0.66892874,0.6449852,0.5878055,-1,11.344948,13.503899,#f8e77f,7.3591285,14.756533,#c1ed7f,8.753028,11.897844,#c5f47f,9.740901,13.583789,#dae67f,10.488774,15.346645,#e7e97f
339,339,audio_339.wav,0.6104051470756531,0.4509032666683197,0.8370416164398193,0.3305488526821136,0.2266364693641662,-0.120354413986206,0.3924204,0.2422542,0.114152074,0.4219468,0.5327379,0.78855896,-1,3.6915047,-4.30554,#82017f,5.802766,-2.945817,#a8087f,6.5147276,-3.3745732,#a7017f,6.4975905,-2.0718837,#ad007f,6.793269,-1.8991475,#ae017f
340,340,audio_340.wav,0.6104051470756531,0.4509032666683197,0.8095983266830444,0.3361603617668152,0.1991931796073913,-0.1147429049015045,0.19526279,0.21266007,0.577831,0.30023918,0.4097254,0.85615164,-1,-3.6320102,3.5614645,#10677f,-2.5484254,1.6697501,#22437f,-2.8318307,3.3314862,#2d6c7f,-2.9171102,3.0286455,#2a4b7f,-1.5292916,3.1731515,#2c467f
341,341,audio_341.wav,0.6104051470756531,0.4509032666683197,0.8604410290718079,0.1014023646712303,0.2500358819961548,-0.3495009019970894,0.49583447,0.82731575,0.5930366,0.57222676,0.6271163,0.6931161,-1,8.770619,-1.8598356,#d1217f,9.19318,1.1033708,#de3c7f,11.357339,-0.6939917,#e72c7f,11.519084,0.07390208,#f2207f,10.873762,1.476324,#ed2f7f
342,342,audio_342.wav,0.6104051470756531,0.4509032666683197,0.8643255233764648,0.0864887759089469,0.2539203763008117,-0.3644144907593727,0.9825965,0.53452796,0.95144314,0.60326755,0.64433753,0.6572357,-1,9.166314,-1.4002868,#d7277f,9.504704,1.3903217,#e3407f,11.730531,-0.30408928,#ec327f,11.783201,0.47856915,#f6257f,11.173747,1.9583869,#f2357f
343,343,audio_343.wav,0.6104051470756531,0.4509032666683197,0.8065663576126099,0.3382719159126282,0.1961612105369568,-0.1126313507556915,0.14415705,0.58444715,0.63124895,0.28612566,0.3946394,0.8595425,-1,-4.4409647,6.9323225,#04927f,-3.0200129,4.4557295,#1b687f,-4.660464,6.274656,#159a7f,-4.0243998,5.7295856,#1b737f,-2.9690185,6.112693,#156d7f
344,344,audio_344.wav,0.6104051470756531,0.4509032666683197,0.8688836097717285,0.0630013868212699,0.2584784626960754,-0.3879018798470497,0.58572537,0.042524993,0.44649428,0.6619665,0.648184,0.5939876,-1,9.237885,4.0615354,#d86d7f,10.294849,6.4314613,#f0817f,12.70881,4.952805,#f8857f,11.352953,5.9483256,#f0767f,10.820036,7.3380055,#ec7e7f
345,345,audio_345.wav,0.6104051470756531,0.4509032666683197,0.8195329904556274,0.3371734321117401,0.2091278433799743,-0.1137298345565795,0.28931868,0.75747,0.7743738,0.35841504,0.466493,0.8313765,-1,-0.3681805,-2.28746,#431b7f,1.233445,-2.8998334,#5f087f,1.9579682,-1.7610037,#6c1b7f,1.9857283,-1.3124223,#6e0b7f,2.2041018,-1.4148098,#66087f
346,346,audio_346.wav,0.6104051470756531,0.4509032666683197,0.8006494045257568,0.3339307010173797,0.1902442574501037,-0.1169725656509399,0.07255602,0.6055152,0.8086033,0.26891527,0.37669232,0.86637163,-1,-4.7077007,11.037432,#00c77f,-3.88256,7.5611515,#0d907f,-6.2492,9.420776,#00cc7f,-5.45794,9.520848,#07aa7f,-3.6410532,9.418989,#0b9a7f
347,347,audio_347.wav,0.6104051470756531,0.4509032666683197,0.796632707118988,0.3355297148227691,0.1862275600433349,-0.1153735518455505,0.03654641,0.13806969,0.6587262,0.25495654,0.35905826,0.8690509,-1,-4.233153,12.827206,#07de7f,-4.136218,8.899748,#09a17f,-6.0924063,10.864784,#02e37f,-5.78782,10.929366,#03bf7f,-4.217221,10.750617,#02ab7f
348,348,audio_348.wav,0.6104051470756531,0.4509032666683197,0.8690378665924072,0.0573941394686698,0.2586327195167541,-0.3935091271996498,0.7981979,0.6789941,0.25076926,0.6689806,0.6451212,0.5873632,-1,10.957908,12.573106,#f2db7f,7.849662,13.993125,#c9e37f,9.425219,11.382748,#cdec7f,9.840186,12.733631,#dbd97f,10.659408,14.498985,#eade7f
349,349,audio_349.wav,0.6104051470756531,0.4509032666683197,0.8006730675697327,0.3354324400424957,0.1902679204940796,-0.1154708266258239,0.2719447,0.28108317,0.7782398,0.27017748,0.37383774,0.8679427,-1,-1.7182511,-1.3567733,#2e277f,-0.18972993,-2.593017,#480c7f,0.5057575,-1.1924112,#59247f,0.47157684,-1.0467803,#590f7f,0.7695234,-0.9084409,#500f7f
350,350,audio_350.wav,0.6104051470756531,0.4509032666683197,0.8690510392189026,0.0614826679229736,0.2586458921432495,-0.389420598745346,0.7666654,0.36438292,0.4971665,0.66913134,0.64487827,0.5873095,-1,11.476222,14.678214,#fbf67f,6.6570487,15.375413,#b6f57f,7.604622,12.300642,#b6fa7f,9.543114,14.454006,#d7f37f,10.638527,16.265366,#eaf67f
351,351,audio_351.wav,0.6104051470756531,0.4509032666683197,0.8047716021537781,0.3360482454299927,0.194366455078125,-0.114855021238327,0.14107269,0.067126155,0.00794667,0.28203988,0.39117956,0.8615611,-1,-4.1181736,6.8834524,#09927f,-2.7978885,4.3138256,#1e667f,-4.397876,6.0832067,#18977f,-4.241901,5.5229096,#18707f,-3.1040595,5.95859,#136b7f
352,352,audio_352.wav,0.6104051470756531,0.4509032666683197,0.8690366148948669,0.0594472512602806,0.2586314678192138,-0.3914560154080391,0.77022004,0.0035884976,0.27696133,0.6682671,0.64544547,0.58845,-1,11.13253,14.7495165,#f5f77f,6.653472,15.709867,#b6fa7f,7.3399715,12.099478,#b2f77f,9.824423,14.853298,#dbf87f,10.440679,16.5368,#e7f97f
353,353,audio_353.wav,0.6104051470756531,0.4509032666683197,0.796685516834259,0.3360838294029236,0.1862803697586059,-0.1148194372653961,0.08385354,0.38870406,0.37385058,0.25809595,0.3626796,0.86910075,-1,-4.3110037,10.749445,#06c47f,-3.4973762,7.3695273,#138d7f,-5.830152,9.258104,#06ca7f,-5.704188,9.250148,#04a67f,-3.9813843,9.159079,#06967f
354,354,audio_354.wav,0.6104051470756531,0.4509032666683197,0.8689758777618408,0.0635361298918724,0.2585707306861877,-0.3873671367764473,0.5860956,0.030700803,0.023356378,0.6635686,0.64802027,0.592543,-1,9.008736,3.9771442,#d46c7f,10.186884,6.2529416,#ee7f7f,12.891854,4.6691194,#fb817f,11.181037,5.5809197,#ee707f,11.195313,7.156941,#f27b7f
355,355,audio_355.wav,0.6104051470756531,0.4509032666683197,0.7918494343757629,0.3351678848266601,0.1814442873001098,-0.1157353818416595,0.22244471,0.34562224,0.8764096,0.24550301,0.3447048,0.8705392,-1,-3.1239808,1.3207445,#184a7f,-1.7149726,-0.23195945,#2f2b7f,-1.5087343,1.2172899,#3e4a7f,-1.2872487,0.83286613,#412b7f,-0.55699587,1.2866201,#3b2c7f
356,356,audio_356.wav,0.6104051470756531,0.4509032666683197,0.7986567616462708,0.3357674479484558,0.1882516145706176,-0.1151358187198638,0.098441005,0.7078665,0.39015967,0.26302955,0.36826906,0.8683983,-1,-4.317334,9.593822,#06b57f,-3.2684617,6.5307255,#17837f,-5.5068407,8.292443,#0aba7f,-5.250041,8.190916,#0a977f,-3.700312,8.15091,#0a897f
357,357,audio_357.wav,0.6104051470756531,0.4509032666683197,0.7965815663337708,0.3338858783245086,0.1861764192581176,-0.117017388343811,0.07682973,0.34311688,0.8847196,0.2569705,0.36212182,0.86942357,-1,-4.713181,10.937399,#00c67f,-3.9815588,7.492061,#0b8f7f,-6.2179155,9.364887,#01cb7f,-5.4102983,9.456912,#08a97f,-3.722133,9.347053,#0a997f
358,358,audio_358.wav,0.6104051470756531,0.4509032666683197,0.8684554696083069,0.0691614896059036,0.2580503225326538,-0.3817417770624161,0.6015137,0.09355497,0.79496676,0.6517902,0.65023756,0.60449,-1,9.5237,4.495443,#dc737f,10.418288,6.950558,#f2887f,12.357059,5.290598,#f48b7f,11.649138,6.275512,#f47b7f,10.542449,7.6138906,#e8817f
359,359,audio_359.wav,0.6104051470756531,0.4509032666683197,0.8689719438552856,0.064984805881977,0.2585667967796325,-0.3859184607863426,0.59325397,0.29813486,0.2956465,0.6638664,0.64774185,0.59211326,-1,9.210036,4.463211,#d7727f,10.106187,6.775038,#ed867f,12.70405,5.2208185,#f88a7f,11.249547,6.2648997,#ee7a7f,10.867311,7.6267104,#ed817f
360,360,audio_360.wav,0.6104051470756531,0.4509032666683197,0.8690962195396423,0.0604264549911022,0.2586910724639892,-0.3904768116772175,0.85337174,0.96927726,0.5699608,0.66877204,0.64513206,0.58722967,-1,9.939777,7.6552105,#e39c7f,9.382194,9.585662,#e1aa7f,12.211353,7.5823693,#f2af7f,10.784492,8.776852,#e89f7f,10.478386,10.014519,#e7a27f
361,361,audio_361.wav,0.6104051470756531,0.4509032666683197,0.8397038578987122,0.3278683423995971,0.229298710823059,-0.1230349242687225,0.49076396,0.5068355,0.6454279,0.43906346,0.54469436,0.7874112,-1,8.801105,-1.7899827,#d1227f,9.1407385,1.0449237,#dd3b7f,11.410916,-0.6053033,#e72d7f,11.524123,-0.0036998205,#f21e7f,10.910117,1.4812968,#ee2f7f
362,362,audio_362.wav,0.6104051470756531,0.4509032666683197,0.8138514161109924,0.3361890017986297,0.2034462690353393,-0.1147142648696899,0.19454944,0.6294808,0.56122565,0.3202202,0.4308917,0.84883523,-1,-3.6838207,3.51826,#0f667f,-2.5320902,1.6623608,#22437f,-2.8050067,3.3129196,#2d6b7f,-2.9027658,3.0792086,#2b4c7f,-1.483783,3.120706,#2d457f
363,363,audio_363.wav,0.6104051470756531,0.4509032666683197,0.8689565658569336,0.0629439353942871,0.2585514187812805,-0.3879593312740326,0.9030747,0.42006147,0.326805,0.66497,0.64701194,0.5910256,-1,9.063832,4.1945972,#d56f7f,10.216868,6.441221,#ef817f,12.839609,4.86668,#fa847f,11.22827,5.877502,#ee757f,11.03623,7.3547587,#f07e7f
364,364,audio_364.wav,0.6104051470756531,0.4509032666683197,0.8689402937889099,0.0618458613753318,0.2585351467132568,-0.3890574052929878,0.8862658,0.006482661,0.55667406,0.66285866,0.6485773,0.59353405,-1,9.815243,6.9106617,#e1927f,9.754251,8.473071,#e79c7f,12.335683,6.665636,#f4a17f,11.070457,7.6703143,#ec8f7f,10.529935,8.984455,#e8947f
365,365,audio_365.wav,0.6104051470756531,0.4509032666683197,0.86048823595047,0.0925298705697059,0.2500830888748169,-0.3583733960986137,0.4624462,0.94112074,0.30650324,0.57310104,0.6237259,0.6923198,-1,7.693585,-3.357212,#c00d7f,8.242351,-0.64705884,#cf257f,9.974893,-2.0280223,#d5177f,10.1997795,-1.23443,#e00c7f,9.859206,-0.0988362,#dd1a7f
366,366,audio_366.wav,0.6104051470756531,0.4509032666683197,0.8007493019104004,0.3369972109794616,0.1903441548347473,-0.113906055688858,0.1452356,0.9019036,0.47838098,0.2713214,0.3778648,0.86564523,-1,-4.2444186,6.9825616,#07937f,-2.898003,4.2771015,#1c657f,-4.510261,6.113943,#17987f,-4.146859,5.473964,#196f7f,-2.906766,6.0052533,#166c7f
367,367,audio_367.wav,0.6104051470756531,0.4509032666683197,0.8682171702384949,0.0721871629357338,0.2578120231628418,-0.3787161037325859,0.62153745,0.7625548,0.9928874,0.6442734,0.6511786,0.61379445,-1,9.921902,7.211159,#e2967f,9.593773,8.914859,#e5a27f,12.338323,7.1191745,#f4a87f,10.956632,8.108763,#ea957f,10.446079,9.310811,#e7987f
368,368,audio_368.wav,0.6104051470756531,0.4509032666683197,0.8680398464202881,0.0709915235638618,0.257634699344635,-0.3799117431044578,0.53505003,0.08689088,0.0961526,0.6462486,0.6517405,0.6106824,-1,9.092628,0.29386503,#d63c7f,9.97914,2.932948,#eb547f,11.942492,1.1970613,#ee4a7f,11.82821,2.187427,#f63f7f,11.289975,3.4529245,#f4497f
369,369,audio_369.wav,0.6104051470756531,0.4509032666683197,0.835613489151001,0.3313058316707611,0.2252083420753479,-0.1195974349975586,0.3582819,0.6755558,0.96137846,0.41722918,0.5271153,0.78959334,-1,2.5827298,-4.2957587,#71017f,4.693925,-3.4729078,#96017f,5.411808,-3.1885648,#99047f,5.359802,-1.9014806,#9d037f,5.619158,-2.0078049,#9b007f
370,370,audio_370.wav,0.6104051470756531,0.4509032666683197,0.8410053253173828,0.3264806866645813,0.2306001782417297,-0.1244225800037384,0.3772986,0.24509323,0.81801605,0.44429582,0.5544196,0.76962304,-1,3.1119661,-4.3574457,#79007f,5.132437,-3.352437,#9d027f,5.832932,-3.2697253,#9e037f,5.826991,-1.9499891,#a3027f,6.1213856,-2.013586,#a3007f
371,371,audio_371.wav,0.6104051470756531,0.4509032666683197,0.8223447799682617,0.3372785151004791,0.2119396328926086,-0.1136247515678405,0.3393796,0.5831836,0.46715695,0.3711506,0.47899112,0.822548,-1,1.7794466,-3.9772696,#64057f,3.6982276,-3.5509508,#86007f,4.5098023,-2.9545703,#8d087f,4.4467616,-1.8582324,#90037f,4.6327147,-1.869145,#8c027f
372,372,audio_372.wav,0.6104051470756531,0.4509032666683197,0.8689293265342712,0.0624789521098136,0.2585241794586181,-0.388424314558506,0.7514816,0.7190052,0.93383193,0.6631357,0.6461465,0.5946222,-1,11.520847,15.031011,#fbfb7f,6.1021776,15.511917,#adf77f,7.254372,12.4737625,#b1fd7f,9.225928,14.900462,#d2f97f,10.981496,16.701422,#effb7f
373,373,audio_373.wav,0.6104051470756531,0.4509032666683197,0.7986558675765991,0.3358273506164551,0.188250720500946,-0.1150759160518646,0.072413385,0.19075745,0.6795208,0.26434785,0.3701877,0.86710876,-1,-4.474289,11.250407,#03ca7f,-3.8278747,7.775492,#0e937f,-6.086242,9.545042,#02ce7f,-5.653591,9.690108,#04ad7f,-3.8117478,9.471657,#089a7f
374,374,audio_374.wav,0.6104051470756531,0.4509032666683197,0.7941610813140869,0.3355173170566559,0.1837559342384338,-0.1153859496116638,0.20604205,0.6181499,0.85487145,0.2510897,0.35335124,0.87039685,-1,-3.3457487,2.2426505,#15567f,-2.1405826,0.61078566,#29367f,-2.2811668,2.3574438,#345c7f,-2.4830532,2.3056445,#30407f,-1.0381806,2.2042577,#33397f
375,375,audio_375.wav,0.6104051470756531,0.4509032666683197,0.8690060973167419,0.0561127848923206,0.2586009502410888,-0.394790481775999,0.63667315,0.19468808,0.08537346,0.6692853,0.6446511,0.5864704,-1,9.692611,8.2807665,#dfa47f,9.143068,9.966175,#deaf7f,11.826313,8.150571,#edb87f,10.497773,9.052802,#e4a37f,10.461158,10.587308,#e7a97f
376,376,audio_376.wav,0.6104051470756531,0.4509032666683197,0.7986456155776978,0.3357623219490051,0.1882404685020446,-0.1151409447193145,0.07111347,0.47213483,0.27521527,0.26150095,0.36759436,0.8679085,-1,-4.4044104,11.433979,#04cc7f,-3.7983625,7.954522,#0e957f,-6.031662,9.812032,#03d37f,-5.7380877,9.849352,#03af7f,-4.019903,9.75118,#059e7f
377,377,audio_377.wav,0.6104051470756531,0.4509032666683197,0.8690378665924072,0.0573573671281337,0.2586327195167541,-0.3935458995401859,0.72535414,0.2262637,0.6961498,0.66921175,0.645431,0.5874621,-1,11.542945,14.206447,#fcf07f,6.9426603,15.010706,#baf17f,8.037671,12.254353,#bbf97f,9.513436,14.148945,#d6ee7f,10.704055,15.886259,#ebf17f
378,378,audio_378.wav,0.6104051470756531,0.4509032666683197,0.8220751285552979,0.3367290496826172,0.2116699814796447,-0.1141742169857025,0.2919346,0.7693923,0.8965121,0.3661094,0.47406855,0.8272168,-1,-0.2307388,-2.4115796,#45197f,1.3763758,-2.981341,#61077f,2.1293283,-1.8693869,#6e197f,2.2220829,-1.3627458,#710a7f,2.4328392,-1.5067285,#6a077f
379,379,audio_379.wav,0.6104051470756531,0.4509032666683197,0.8690586090087891,0.0611551031470298,0.258653461933136,-0.3897481635212898,0.86184216,0.86680794,0.39821422,0.668725,0.64567715,0.58764297,-1,9.694266,7.660054,#df9c7f,9.359378,9.415932,#e1a87f,12.104756,7.499143,#f0ae7f,10.739485,8.590182,#e79d7f,10.461146,9.922583,#e7a07f
380,380,audio_380.wav,0.6104051470756531,0.4509032666683197,0.7986669540405273,0.336569607257843,0.1882618069648742,-0.1143336594104766,0.09724587,0.4837641,0.710696,0.26163697,0.36759716,0.86866826,-1,-4.5292416,9.550069,#02b47f,-3.4270215,6.433961,#14817f,-5.83535,8.212397,#06b97f,-5.0349092,8.219566,#0d977f,-3.4763665,8.230278,#0d8a7f
381,381,audio_381.wav,0.6104051470756531,0.4509032666683197,0.8065711259841919,0.3366170227527618,0.1961659789085388,-0.1142862439155578,0.08734107,0.08532637,0.97392,0.2864198,0.3953233,0.85963666,-1,-4.674233,10.587027,#00c17f,-3.8936477,7.0897355,#0d8a7f,-6.1499577,8.894712,#01c47f,-5.2302055,9.00782,#0aa37f,-3.5460799,9.009569,#0c947f
382,382,audio_382.wav,0.6104051470756531,0.4509032666683197,0.8634958863258362,0.0873735174536705,0.2530907392501831,-0.3635297492146492,0.44636846,0.262832,0.84602547,0.599835,0.6377007,0.6624026,-1,6.8264327,-3.9584563,#b2067f,7.6216183,-1.4383055,#c51b7f,9.067321,-2.620236,#c90d7f,9.233827,-1.6491315,#d3067f,9.293165,-0.7883353,#d5107f
383,383,audio_383.wav,0.6104051470756531,0.4509032666683197,0.7918274998664856,0.3351972997188568,0.1814223527908325,-0.1157059669494628,0.2168473,0.9192758,0.64305705,0.24441813,0.34311548,0.87047905,-1,-3.1892838,1.6275737,#174e7f,-1.8626548,-0.0029036272,#2d2e7f,-1.7361835,1.631026,#3b517f,-1.3606296,0.95666707,#402c7f,-0.691118,1.6058996,#39317f
384,384,audio_384.wav,0.6104051470756531,0.4509032666683197,0.7986694574356079,0.3370381891727447,0.1882643103599548,-0.1138650774955749,0.102291346,0.22439814,0.4840312,0.26204434,0.36718556,0.8684835,-1,-4.4464126,9.629975,#04b57f,-3.3837128,6.5316105,#15837f,-5.6443048,8.258938,#08ba7f,-5.137924,8.285021,#0c987f,-3.631781,8.318435,#0b8b7f
385,385,audio_385.wav,0.6104051470756531,0.4509032666683197,0.8650934100151062,0.0901171341538429,0.2546882629394531,-0.3607861325144768,0.51330787,0.6196285,0.70234174,0.6094088,0.6473638,0.6468011,-1,9.167671,-1.3871762,#d7277f,9.555956,1.4708829,#e4417f,11.737303,-0.21578145,#ec337f,11.820562,0.5439958,#f6267f,11.113868,1.9927443,#f1367f
386,386,audio_386.wav,0.6104051470756531,0.4509032666683197,0.86811763048172,0.0717562958598136,0.2577124834060669,-0.379146970808506,0.9671366,0.52958214,0.09111261,0.64333445,0.65344113,0.61214346,-1,9.220373,-0.6102116,#d8317f,9.726628,2.2262628,#e74b7f,11.772399,0.38237548,#ec3d7f,11.846279,1.1669314,#f7307f,11.238447,2.6542919,#f33f7f
387,387,audio_387.wav,0.6104051470756531,0.4509032666683197,0.8690117597579956,0.0559058524668216,0.2586066126823425,-0.394997414201498,0.802409,0.39278132,0.19903463,0.67018306,0.64486164,0.58695877,-1,10.753572,12.752027,#efdd7f,7.941063,14.230216,#cae67f,9.190405,11.391419,#caec7f,9.970044,12.90536,#dddc7f,10.322118,14.567356,#e5df7f
388,388,audio_388.wav,0.6104051470756531,0.4509032666683197,0.8690972328186035,0.0618279427289962,0.2586920857429504,-0.3890753239393234,0.7803004,0.48317456,0.9723174,0.66847616,0.6452901,0.5877826,-1,11.515742,13.942377,#fbed7f,6.981161,14.9267645,#bbf07f,8.273221,12.172849,#bef87f,9.522159,13.883349,#d7ea7f,10.710874,15.756469,#ebef7f
389,389,audio_389.wav,0.6104051470756531,0.4509032666683197,0.8690335154533386,0.0582163073122501,0.2586283683776855,-0.3926869593560695,0.7332026,0.1547386,0.42141664,0.66830665,0.64529914,0.5883186,-1,11.456814,15.135604,#fafc7f,6.2356257,15.825471,#affb7f,7.027329,12.447829,#aefc7f,9.4934845,15.263539,#d6ff7f,10.776198,16.725384,#ecfc7f
390,390,audio_390.wav,0.6104051470756531,0.4509032666683197,0.8690471053123474,0.0609556585550308,0.2586419582366943,-0.3899476081132889,0.67883015,0.79566973,0.9942648,0.6681076,0.6452528,0.5879105,-1,11.361879,12.499925,#f9da7f,7.6544614,13.845806,#c6e17f,9.697748,11.556383,#d1ee7f,9.530166,12.670349,#d7d87f,10.872192,14.459897,#eddd7f
391,391,audio_391.wav,0.6104051470756531,0.4509032666683197,0.8690328001976013,0.0591345131397247,0.2586276531219482,-0.3917687535285949,0.77933824,0.8096873,0.7345669,0.66937983,0.64515615,0.5875758,-1,11.464333,14.02376,#faee7f,7.011505,14.922932,#bbef7f,8.330475,12.139889,#bff87f,9.5944395,13.975433,#d8ec7f,10.567436,15.656576,#e9ed7f
392,392,audio_392.wav,0.6104051470756531,0.4509032666683197,0.8671301007270813,0.0750693306326866,0.2567249536514282,-0.3758339360356331,0.9993084,0.15517288,0.10395211,0.63000906,0.6516124,0.6275939,-1,9.00742,-0.9688357,#d42c7f,9.436662,1.7912843,#e2457f,11.619001,0.024925787,#ea377f,11.705615,0.75423986,#f52a7f,11.029379,2.1847947,#f0387f
393,393,audio_393.wav,0.6104051470756531,0.4509032666683197,0.8579866290092468,0.11699228733778,0.2475814819335937,-0.3339109793305397,0.45467627,0.7787449,0.3118397,0.5589364,0.6246457,0.6975253,-1,7.579484,-3.4776864,#be0c7f,8.116135,-0.7934756,#cd247f,9.91739,-2.136328,#d4157f,10.103585,-1.3121783,#df0b7f,9.835297,-0.1708328,#dd197f
394,394,audio_394.wav,0.6104051470756531,0.4509032666683197,0.8690347671508789,0.0636303126811981,0.2586296200752258,-0.3872729539871216,0.8004722,0.42710423,0.10509229,0.66951513,0.64511985,0.5873912,-1,11.026496,12.893553,#f4df7f,7.8224077,14.290575,#c8e77f,9.124335,11.331377,#c9eb7f,10.04513,13.120459,#dedf7f,10.333404,14.762083,#e5e17f
395,395,audio_395.wav,0.6104051470756531,0.4509032666683197,0.8025559186935425,0.3371141254901886,0.1921507716178894,-0.1137891411781311,0.16130179,0.16460574,0.8418645,0.27496883,0.38204354,0.86456954,-1,-3.9929862,4.902516,#0b787f,-2.7719674,2.9377522,#1f547f,-3.5466137,4.474839,#237e7f,-3.5029845,4.2365894,#225d7f,-2.20944,4.4182634,#21567f
