,id,audio_file,x_b,x_d,y_hat_b,y_hat_d,brightness_diff,depth_diff,p_drive,p_muffle,p_output_db,p_hat_drive,p_hat_muffle,p_hat_output_db,class,x_emb_n=0,y_emb_n=0,colour_n=0,x_emb_n=5,y_emb_n=5,colour_n=5,x_emb_n=10,y_emb_n=10,colour_n=10,x_emb_n=25,y_emb_n=25,colour_n=25,x_emb_n=100,y_emb_n=100,colour_n=100
175,175,audio_175.wav,0.6104051470756531,0.4509032666683197,0.5445883274078369,0.495917409658432,-0.0658168196678161,0.0450141429901123,0.030332088,0.2187463,0.32155275,0.35758057,0.32155302,0.44057298,-1,1.5381895,10.154139,#811e7f,0.90286165,14.042078,#801a7f,5.7473607,12.611524,#5d0e7f,8.520465,16.697872,#910c7f,5.017494,15.313726,#74227f
176,176,audio_176.wav,0.6104051470756531,0.4509032666683197,0.5978848934173584,0.4577037692070007,-0.0125202536582946,0.006800502538681,0.009539068,0.062256277,0.703175,0.015003342,0.07236233,0.50700057,-1,0.4448238,9.5117,#5c007f,-0.29992014,13.548218,#57007f,4.564743,12.458842,#36037f,9.7029505,16.52813,#b9027f,4.138094,14.693183,#56007f
177,177,audio_177.wav,0.6104051470756531,0.4509032666683197,0.4903043210506439,0.5851517915725708,-0.1201008260250091,0.1342485249042511,0.5071354,0.67605287,0.3288074,0.7268863,0.58238167,0.46391138,-1,2.7401485,12.726478,#a9997f,2.0773594,16.575386,#a8a17f,7.837428,14.773254,#a3a97f,6.722039,18.94335,#54937f,6.557263,17.732164,#a9a87f
178,178,audio_178.wav,0.6104051470756531,0.4509032666683197,0.4886466562747955,0.5873091220855713,-0.1217584908008575,0.1364058554172516,0.76160747,0.6537896,0.6300882,0.720068,0.58722824,0.46119082,-1,2.4141896,14.115752,#9edb7f,2.1854856,17.810297,#ace37f,8.40834,15.38466,#b6d47f,6.6878333,20.36179,#53e87f,6.6343975,18.966368,#abec7f
179,179,audio_179.wav,0.6104051470756531,0.4509032666683197,0.5141555070877075,0.5641390681266785,-0.0962496399879455,0.1132358014583587,0.110881984,0.3818934,0.06846589,0.6633748,0.46334,0.42809176,-1,1.6180216,11.443543,#835c7f,1.0519327,15.15155,#85557f,6.18749,13.739125,#6c5f7f,8.067049,17.818745,#814f7f,5.3125806,16.314953,#7e597f
180,180,audio_180.wav,0.6104051470756531,0.4509032666683197,0.5066257119178772,0.5715538859367371,-0.1037794351577758,0.1206506192684173,0.49891168,0.5212943,0.43482512,0.703003,0.4968671,0.4419709,-1,2.0714333,12.257307,#93827f,1.4013425,15.87899,#917c7f,7.252114,14.244066,#8f837f,7.6041417,18.434502,#72747f,5.7621503,16.973597,#8e7e7f
181,181,audio_181.wav,0.6104051470756531,0.4509032666683197,0.4905687570571899,0.5847167372703552,-0.1198363900184631,0.1338134706020355,0.23103583,0.6236471,0.17821002,0.69729346,0.5797733,0.44883385,-1,2.3141747,12.421632,#9b8a7f,1.887277,16.245031,#a2907f,7.51101,14.356664,#988b7f,7.243039,18.762714,#65887f,6.232144,17.283285,#9e8f7f
182,182,audio_182.wav,0.6104051470756531,0.4509032666683197,0.5406277179718018,0.5447934865951538,-0.0697774291038513,0.0938902199268341,0.112541854,0.0092615485,0.5055091,0.45156094,0.33572212,0.4244084,-1,-0.1270331,9.951199,#48147f,-0.6878667,13.95152,#4a157f,4.398129,12.934937,#31257f,9.924225,16.929674,#c01a7f,3.784639,15.034828,#4a127f
183,183,audio_183.wav,0.6104051470756531,0.4509032666683197,0.4757593870162964,0.6021018624305725,-0.1346457600593567,0.1511985957622528,0.6237371,0.6797481,0.5804581,0.74384606,0.6559403,0.4873763,-1,3.0243948,14.092807,#b3da7f,2.647584,18.057562,#bcf07f,8.877876,15.319794,#c5d07f,5.922879,20.088623,#39d77f,7.418689,18.880955,#c6e87f
184,184,audio_184.wav,0.6104051470756531,0.4509032666683197,0.4516893923282623,0.6249915957450867,-0.1587157547473907,0.1740883290767669,0.19898438,0.95798904,0.20461506,0.7507256,0.8042201,0.53670126,-1,4.8848767,13.680548,#f2c67f,4.304234,16.807156,#f4ae7f,10.1168995,13.993997,#ee717f,4.716569,19.709547,#10c17f,9.064871,18.053415,#feba7f
185,185,audio_185.wav,0.6104051470756531,0.4509032666683197,0.5082390904426575,0.5738422274589539,-0.1021660566329956,0.1229389607906341,0.4282955,0.56014526,0.6972452,0.72828543,0.49215242,0.451786,-1,2.1293335,13.609498,#95c37f,1.7124318,17.22952,#9cc47f,7.9092445,15.487468,#a5dc7f,6.9924293,20.159367,#5ddc7f,6.19232,18.37207,#9ccc7f
186,186,audio_186.wav,0.6104051470756531,0.4509032666683197,0.5340263843536377,0.5544099807739258,-0.0763787627220153,0.103506714105606,0.19460678,0.116300225,0.5513599,0.4969346,0.3655386,0.4238292,-1,-0.656823,10.76059,#363b7f,-1.3897748,14.928408,#32497f,4.1898546,14.198972,#2a807f,10.365165,17.80992,#cf4f7f,3.2524173,16.085001,#384d7f
187,187,audio_187.wav,0.6104051470756531,0.4509032666683197,0.506618082523346,0.5716866850852966,-0.1037870645523071,0.1207834184169769,0.5284994,0.495035,0.036063075,0.6838083,0.4984852,0.43680084,-1,1.067503,12.951409,#71a47f,0.7903971,16.710018,#7da87f,6.6664653,15.018536,#7cba7f,8.128583,19.34834,#84ab7f,5.2477036,18.042011,#7cb97f
188,188,audio_188.wav,0.6104051470756531,0.4509032666683197,0.486079454421997,0.5900692939758301,-0.124325692653656,0.1391660273075103,0.5369859,0.6813844,0.5541957,0.74297196,0.6044597,0.4767506,-1,3.5671093,13.1191225,#c5ac7f,2.7684307,16.71075,#c0a87f,8.520323,14.200669,#b9807f,6.014011,18.917313,#3c917f,7.100273,17.485882,#bb9a7f
189,189,audio_189.wav,0.6104051470756531,0.4509032666683197,0.4644239246845245,0.617081880569458,-0.1459812223911285,0.1661786139011383,0.88923997,0.7216834,0.7315914,0.7561499,0.7245279,0.5117368,-1,3.3004198,14.019214,#bcd67f,2.8940468,17.635157,#c4da7f,9.154252,15.453567,#cfd97f,5.9684777,20.381023,#3ae97f,7.2613497,18.56135,#c1d67f
190,190,audio_190.wav,0.6104051470756531,0.4509032666683197,0.4715775847434997,0.6061820387840271,-0.1388275623321533,0.1552787721157074,0.5221937,0.67001253,0.2995993,0.7314705,0.68331593,0.48525468,-1,3.9952915,13.222289,#d4b07f,3.1736722,16.749258,#ceaa7f,8.35726,14.592132,#b49c7f,6.152438,19.218895,#40a37f,7.3485713,17.504217,#c49b7f
191,191,audio_191.wav,0.6104051470756531,0.4509032666683197,0.4601848423480987,0.6218114495277405,-0.1502203047275543,0.1709081828594207,0.5761756,0.872247,0.46824723,0.7563132,0.74779254,0.5189876,-1,3.649154,14.403947,#c8e97f,3.162621,18.056515,#cdf07f,9.38034,15.207793,#d6c87f,5.6579537,20.460754,#30ee7f,7.662807,19.266119,#cefd7f
192,192,audio_192.wav,0.6104051470756531,0.4509032666683197,0.5125842690467834,0.5669661164283752,-0.0978208780288696,0.1160628497600555,0.54282475,0.5624199,0.07989693,0.6992714,0.46581453,0.43645722,-1,1.8013369,13.35532,#8ab77f,1.3611306,16.776524,#90ac7f,7.3291354,15.408282,#92d67f,7.631627,19.536926,#73b67f,5.779014,18.068289,#8ebb7f
193,193,audio_193.wav,0.6104051470756531,0.4509032666683197,0.4601816534996032,0.6218903064727783,-0.1502234935760498,0.1709870398044586,0.29592878,0.9094301,0.80730146,0.76914656,0.7450154,0.5284199,-1,4.8927593,13.38276,#f2b87f,4.0722756,16.654675,#eda57f,9.682242,13.8899,#e0697f,4.899363,19.184626,#16a17f,8.544052,17.77404,#edaa7f
194,194,audio_194.wav,0.6104051470756531,0.4509032666683197,0.5066167712211609,0.5716533064842224,-0.1037883758544921,0.1207500398159027,0.7335857,0.3651911,0.31001878,0.6803583,0.49534434,0.43512103,-1,1.3580807,13.360478,#7bb77f,1.003678,16.840225,#84af7f,6.8357534,15.546897,#82e07f,8.159245,19.720896,#85c17f,5.0686555,18.448257,#76d07f
195,195,audio_195.wav,0.6104051470756531,0.4509032666683197,0.5519959330558777,0.5351762175559998,-0.0584092140197753,0.08427295088768,0.79473484,0.1496306,0.8203193,0.5129754,0.28890535,0.4145444,-1,-1.2619779,12.244037,#22827f,-1.948765,16.284485,#1f927f,4.063243,15.711074,#26ec7f,10.692526,19.559826,#dbb87f,2.5402958,17.550673,#209e7f
196,196,audio_196.wav,0.6104051470756531,0.4509032666683197,0.490570992231369,0.584896445274353,-0.119834154844284,0.1339931786060333,0.79969615,0.5404104,0.90361553,0.7307388,0.5763447,0.46372217,-1,2.705058,13.713569,#a8c87f,2.1651232,17.201035,#abc37f,8.056294,15.030248,#aabb7f,6.7837796,19.83517,#56c87f,6.602035,18.168818,#aac07f
197,197,audio_197.wav,0.6104051470756531,0.4509032666683197,0.5230030417442322,0.55999755859375,-0.0874021053314209,0.1090942919254303,0.5493002,0.3981567,0.98511416,0.690863,0.42159835,0.42749047,-1,1.3342783,12.785024,#7a9c7f,1.0445267,16.80301,#85ad7f,6.8762374,15.047028,#83bc7f,7.96029,19.323984,#7ea97f,5.149728,17.808962,#79ac7f
198,198,audio_198.wav,0.6104051470756531,0.4509032666683197,0.5211794972419739,0.5612488389015198,-0.0892256498336792,0.1103455722332,0.8570159,0.36968642,0.7510867,0.65782326,0.42509258,0.4207064,-1,0.30521548,12.580377,#57927f,-0.38597807,16.632912,#54a47f,5.6373816,15.323223,#5ad07f,9.253645,19.369175,#aaac7f,4.2469735,17.601357,#5aa17f
199,199,audio_199.wav,0.6104051470756531,0.4509032666683197,0.5472066402435303,0.4939076006412506,-0.0631985068321228,0.0430043339729309,0.18202549,0.07275742,0.5641063,0.36127025,0.3074544,0.43755352,-1,-0.13162729,10.782853,#483c7f,-0.790166,14.7699,#47417f,4.537989,13.796622,#35637f,9.87139,17.824753,#bf507f,3.6254637,15.962102,#45467f
200,200,audio_200.wav,0.6104051470756531,0.4509032666683197,0.4618552625179291,0.6149213314056396,-0.148549884557724,0.1640180647373199,0.0052075386,0.80810237,0.44310796,0.6941658,0.73711026,0.48166284,-1,3.4154058,11.145029,#c04d7f,2.6985898,14.804703,#be437f,7.4907527,12.595855,#970d7f,6.542812,17.146202,#4e277f,6.9722624,15.778068,#b73c7f
201,201,audio_201.wav,0.6104051470756531,0.4509032666683197,0.5043870210647583,0.5717124938964844,-0.1060181260108947,0.1208092272281646,0.29630953,0.45383537,0.85538673,0.6754147,0.5055117,0.43621677,-1,1.3646307,12.08732,#7b7a7f,0.60068065,16.227137,#768f7f,6.3948617,14.431766,#73907f,8.133894,18.532246,#847a7f,5.1760907,17.271349,#7a8e7f
202,202,audio_202.wav,0.6104051470756531,0.4509032666683197,0.4679105579853058,0.6123167872428894,-0.1424945890903473,0.1614135205745697,0.61553544,0.7180721,0.5549533,0.7496141,0.70419705,0.502737,-1,3.4385188,14.403572,#c1e97f,2.5324082,17.871517,#b8e67f,8.805854,15.017604,#c3ba7f,6.222227,19.990068,#43d17f,7.183623,18.392519,#becd7f
203,203,audio_203.wav,0.6104051470756531,0.4509032666683197,0.45326828956604,0.6200460195541382,-0.157136857509613,0.1691427528858184,0.2634951,0.9142003,0.3379143,0.7549335,0.79375637,0.53562695,-1,4.21376,13.072295,#dba97f,3.661151,16.351337,#de957f,9.377956,13.669171,#d65a7f,5.333203,19.143631,#259f7f,8.058715,17.436232,#dc987f
204,204,audio_204.wav,0.6104051470756531,0.4509032666683197,0.4595435559749603,0.6221796870231628,-0.1508615911006927,0.1712764203548431,0.032375753,0.78662825,0.8912871,0.7027175,0.75406915,0.48961493,-1,3.4959655,11.151547,#c34e7f,2.7050614,14.825279,#be447f,7.6429963,12.55993,#9c0a7f,6.421695,17.128832,#4a267f,6.9972115,15.807703,#b83d7f
205,205,audio_205.wav,0.6104051470756531,0.4509032666683197,0.4721646904945373,0.6056199073791504,-0.1382404565811157,0.1547166407108307,0.90469235,0.6902716,0.06116432,0.74187005,0.67679495,0.49114206,-1,3.7271018,13.862977,#cbcf7f,2.9885345,17.360985,#c8cb7f,9.164667,14.843937,#cfae7f,5.806489,20.059254,#35d67f,7.6717577,18.234432,#cfc47f
206,206,audio_206.wav,0.6104051470756531,0.4509032666683197,0.5165572762489319,0.5627154111862183,-0.0938478708267211,0.1118121445178985,0.8209981,0.3838467,0.3359818,0.6813641,0.45191446,0.42960793,-1,0.83410597,13.168844,#69ae7f,0.046668287,16.9338,#63b47f,6.162478,15.510427,#6bdd7f,8.437659,19.732471,#8ec27f,4.718503,18.273817,#6ac67f
207,207,audio_207.wav,0.6104051470756531,0.4509032666683197,0.4632066488265991,0.618334174156189,-0.1471984982490539,0.1674309074878692,0.56500894,0.7278472,0.027821422,0.73786116,0.73179126,0.5031694,-1,3.2045617,14.014181,#b9d67f,2.9481013,17.445,#c6d07f,9.147564,14.692666,#cea37f,5.924375,20.51368,#39f17f,7.534086,18.413754,#cace7f
208,208,audio_208.wav,0.6104051470756531,0.4509032666683197,0.4886478781700134,0.5874185562133789,-0.1217572689056396,0.1365152895450592,0.27877158,0.5218772,0.3984971,0.74217105,0.58892196,0.47340468,-1,0.95309454,12.375748,#6d887f,0.54426455,16.773682,#74ac7f,6.5424304,15.208138,#78c87f,8.145832,19.491003,#84b47f,5.0443635,17.708845,#75a77f
209,209,audio_209.wav,0.6104051470756531,0.4509032666683197,0.5337985157966614,0.5483366250991821,-0.0766066312789917,0.0974333584308624,0.63693905,0.13214386,0.685775,0.5666395,0.37148893,0.41414654,-1,-1.4641701,11.7792425,#1b6c7f,-1.8887044,15.797381,#21787f,3.8916948,15.163878,#20c57f,10.808235,18.966925,#de947f,2.5348525,16.629635,#1f6b7f
210,210,audio_210.wav,0.6104051470756531,0.4509032666683197,0.5167351961135864,0.5623195767402649,-0.0936699509620666,0.1114163100719451,0.39994705,0.4057355,0.46206582,0.6569668,0.44614646,0.4234679,-1,1.1623545,13.379539,#74b87f,0.8719322,17.074816,#7fbc7f,6.8415008,15.568227,#82e17f,8.509194,19.83297,#90c87f,5.274027,18.143053,#7dbf7f
211,211,audio_211.wav,0.6104051470756531,0.4509032666683197,0.4651942253112793,0.6153641939163208,-0.1452109217643737,0.1644609272480011,0.6158088,0.72508466,0.9752462,0.7541347,0.7179249,0.5085713,-1,3.660634,13.523517,#c9bf7f,3.162275,17.131624,#cdbf7f,8.951759,14.562378,#c89a7f,5.9127483,19.53563,#38b67f,7.445451,17.877436,#c7b07f
212,212,audio_212.wav,0.6104051470756531,0.4509032666683197,0.5182895660400391,0.5614826679229736,-0.092115581035614,0.1105794012546539,0.63314235,0.44701022,0.3883732,0.6837233,0.44370094,0.42936286,-1,0.7807045,13.437557,#67bb7f,0.48313123,17.120392,#72be7f,6.5132885,15.730081,#77ed7f,8.386614,19.937819,#8cce7f,4.74449,18.429491,#6bcf7f
213,213,audio_213.wav,0.6104051470756531,0.4509032666683197,0.4538404643535614,0.6193880438804626,-0.1565646827220916,0.1684847772121429,0.77395064,0.9571828,0.79502624,0.7585457,0.7893245,0.5354816,-1,3.8824177,13.689579,#d0c77f,3.5045495,17.56102,#d9d67f,10.103184,15.036913,#eebb7f,4.878432,20.40198,#15ea7f,8.403517,18.853579,#e8e67f
214,214,audio_214.wav,0.6104051470756531,0.4509032666683197,0.5425431728363037,0.5437450408935547,-0.0678619742393493,0.0928417742252349,0.43675327,0.028798103,0.57836616,0.451992,0.33150366,0.4278531,-1,-1.6330026,10.702894,#15387f,-2.2322042,14.873311,#15467f,3.1655703,14.655237,#08a07f,11.377255,18.250366,#f2697f,2.1875072,15.933649,#13447f
215,215,audio_215.wav,0.6104051470756531,0.4509032666683197,0.5125519037246704,0.565104067325592,-0.0978532433509826,0.1142008006572723,0.03496927,0.43375617,0.35447258,0.64164954,0.47062334,0.42553857,-1,1.8273951,10.425861,#8a2b7f,1.2625068,14.407818,#8d2e7f,6.2246017,12.7881975,#6d1b7f,7.980357,17.07245,#7f227f,5.499506,15.527584,#852e7f
216,216,audio_216.wav,0.6104051470756531,0.4509032666683197,0.5167626142501831,0.5630432367324829,-0.0936425328254699,0.1121399700641632,0.85537314,0.49179292,0.12495321,0.6997071,0.4504885,0.43592265,-1,1.5006622,13.061392,#7fa97f,1.018127,16.801674,#84ad7f,7.005055,14.845696,#87ae7f,7.70089,19.558548,#75b87f,5.4568095,17.999384,#83b77f
217,217,audio_217.wav,0.6104051470756531,0.4509032666683197,0.538239061832428,0.5520080327987671,-0.0721660852432251,0.1011047661304473,0.13670778,0.044686913,0.3477673,0.49389935,0.345352,0.42001522,-1,-0.9903509,10.507437,#2b2f7f,-1.5343363,14.571736,#2d367f,3.8695366,13.890564,#1f697f,10.685616,17.718851,#da497f,3.0274544,15.651897,#30357f
218,218,audio_218.wav,0.6104051470756531,0.4509032666683197,0.5211957693099976,0.5614750981330872,-0.0892093777656555,0.1105718314647674,0.3541388,0.3792981,0.46960562,0.6795721,0.42574117,0.42539167,-1,0.7800106,11.724062,#67697f,0.25198275,15.501923,#6a687f,5.8622036,14.131545,#617b7f,8.694194,18.193321,#97667f,4.710954,16.605446,#6a6a7f
219,219,audio_219.wav,0.6104051470756531,0.4509032666683197,0.5335206389427185,0.5506675839424133,-0.0768845081329345,0.0997643172740936,0.11918342,0.13446349,0.3080135,0.5515455,0.37262177,0.41996548,-1,0.31586775,10.260613,#57237f,-0.45290935,14.288095,#52277f,4.7007184,13.230151,#3b3a7f,9.635034,17.24429,#b72d7f,3.8215802,15.470185,#4b2b7f
220,220,audio_220.wav,0.6104051470756531,0.4509032666683197,0.5043942332267761,0.5719097852706909,-0.1060109138488769,0.1210065186023712,0.3176152,0.44043177,0.9911296,0.6995052,0.5102304,0.44239822,-1,1.7927691,11.178669,#894f7f,1.1300261,15.029282,#884f7f,6.3727565,13.441999,#72497f,7.980739,17.63484,#7f447f,5.4441485,16.220907,#83547f
221,221,audio_221.wav,0.6104051470756531,0.4509032666683197,0.4937794804573059,0.5816318392753601,-0.1166256666183471,0.1307285726070404,0.5240569,0.5491315,0.32939595,0.70680207,0.5644593,0.45315227,-1,1.8103962,13.242391,#8ab17f,1.3895705,16.935812,#91b47f,7.4545135,15.17207,#96c57f,7.507349,19.593884,#6eba7f,5.835766,18.403156,#90cd7f
222,222,audio_222.wav,0.6104051470756531,0.4509032666683197,0.5249885320663452,0.5563948154449463,-0.0854166150093078,0.1054915487766265,0.26885992,0.362095,0.038765073,0.6685317,0.41228956,0.4210151,-1,0.57681483,10.958504,#60457f,-0.055195305,14.950138,#604b7f,5.47836,13.703178,#545c7f,8.90674,17.922144,#9e557f,4.494146,16.105585,#624e7f
223,223,audio_223.wav,0.6104051470756531,0.4509032666683197,0.4792385697364807,0.5954487323760986,-0.1311665773391723,0.1445454657077789,0.35286194,0.6381587,0.85518765,0.72400594,0.63809055,0.47157848,-1,3.5623903,13.082281,#c5aa7f,2.7441266,16.792648,#bfad7f,8.653664,14.346008,#be8a7f,6.043596,19.014236,#3d977f,7.3753533,17.743956,#c5a97f
224,224,audio_224.wav,0.6104051470756531,0.4509032666683197,0.5422900319099426,0.5434620380401611,-0.0681151151657104,0.0925587713718414,0.5963616,0.10238296,0.80731046,0.43327254,0.3324524,0.43364123,-1,-1.580876,11.228599,#17517f,-1.8868366,15.530202,#21697f,3.9578571,15.342934,#22d17f,10.917784,18.63903,#e2807f,2.417981,16.70363,#1b6f7f
225,225,audio_225.wav,0.6104051470756531,0.4509032666683197,0.4508243203163147,0.6259410381317139,-0.1595808267593383,0.1750377714633941,0.4434198,0.9744914,0.7960893,0.7594135,0.8083837,0.5452102,-1,4.126874,13.771491,#d8cb7f,3.8780339,18.00114,#e6ed7f,10.203284,14.917673,#f1b37f,4.9096947,20.292458,#16e47f,8.6993885,18.779186,#f2e27f
226,226,audio_226.wav,0.6104051470756531,0.4509032666683197,0.4635069370269775,0.618015706539154,-0.1468982100486755,0.1671124398708343,0.9543556,0.7631567,0.0080705285,0.7409529,0.7267473,0.5026337,-1,3.6730669,14.172991,#c9de7f,3.3061407,17.917225,#d2e97f,9.679808,15.39947,#e0d57f,5.85351,20.096676,#36d87f,7.635619,18.6546,#cddb7f
227,227,audio_227.wav,0.6104051470756531,0.4509032666683197,0.5471328496932983,0.5441336631774902,-0.0632722973823547,0.0932303965091705,0.38812113,0.18455702,0.2435624,0.6011044,0.31283146,0.40771243,-1,-0.7377051,12.139467,#347d7f,-1.416104,16.516256,#319e7f,4.7150936,15.576637,#3be27f,10.099648,19.51002,#c6b57f,2.9607174,17.568771,#2e9f7f
228,228,audio_228.wav,0.6104051470756531,0.4509032666683197,0.4635010659694671,0.6181585192680359,-0.1469040811061859,0.1672552525997162,0.6358466,0.7858862,0.27744812,0.7602863,0.7292791,0.5168501,-1,3.7507248,13.55974,#ccc17f,3.5794199,17.39929,#dccd7f,10.055365,14.100893,#ec797f,4.926263,19.527422,#17b67f,8.063471,18.48089,#dcd27f
229,229,audio_229.wav,0.6104051470756531,0.4509032666683197,0.520332932472229,0.5619314312934875,-0.090072214603424,0.1110281646251678,0.2611519,0.47248977,0.9092193,0.6644914,0.43399313,0.42404786,-1,1.5226519,11.879421,#80707f,1.0524594,15.920353,#857e7f,6.6445823,14.127453,#7b7a7f,7.8525324,18.572319,#7a7c7f,5.283604,17.129225,#7d877f
230,230,audio_230.wav,0.6104051470756531,0.4509032666683197,0.4807965159416199,0.595849335193634,-0.1296086311340332,0.1449460685253143,0.10768974,0.64294493,0.85040045,0.6991244,0.63259596,0.45936775,-1,3.3149805,11.850909,#bd6f7f,2.6123898,15.478933,#bb677f,8.100268,13.451259,#ac4a7f,6.5275226,18.021578,#4d5b7f,6.9506345,16.498114,#b6647f
231,231,audio_231.wav,0.6104051470756531,0.4509032666683197,0.4667347967624664,0.6136224865913391,-0.1436703503131866,0.1627192199230194,0.5157385,0.82351017,0.32300586,0.7525191,0.70920396,0.5067454,-1,3.74801,13.18304,#ccaf7f,2.9628077,16.77904,#c7ac7f,8.781408,14.221743,#c2817f,5.8448853,19.150301,#369f7f,7.3798842,17.64119,#c5a37f
232,232,audio_232.wav,0.6104051470756531,0.4509032666683197,0.4584066271781921,0.6152083873748779,-0.1519985198974609,0.1643051207065582,0.66595906,0.8026998,0.01702249,0.74421334,0.75694245,0.51463556,-1,4.405554,13.942281,#e2d37f,4.226758,17.482225,#f2d27f,9.295676,15.030826,#d3bb7f,5.0773034,19.517025,#1cb57f,8.703474,18.963375,#f2ec7f
233,233,audio_233.wav,0.6104051470756531,0.4509032666683197,0.5125842690467834,0.5669661164283752,-0.0978208780288696,0.1160628497600555,0.22465134,0.41688442,0.22041243,0.698623,0.4689814,0.4367654,-1,1.5882124,12.725734,#82997f,1.277741,16.599266,#8da27f,7.107831,14.941246,#8bb57f,7.645889,19.1594,#73a07f,5.566961,17.677761,#87a57f
234,234,audio_234.wav,0.6104051470756531,0.4509032666683197,0.4678122699260711,0.6118748784065247,-0.1425928771495819,0.1609716117382049,0.031981647,0.7104632,0.02154845,0.66954774,0.7049016,0.46357727,-1,3.6511621,11.395154,#c8597f,2.7726212,14.851528,#c0457f,7.901437,12.743809,#a5177f,6.4591126,17.230555,#4b2c7f,7.1702495,16.008198,#be487f
235,235,audio_235.wav,0.6104051470756531,0.4509032666683197,0.4535056948661804,0.6198664307594299,-0.1568994522094726,0.1689631640911102,0.33585286,0.8552172,0.020477355,0.7506266,0.79221374,0.5319306,-1,4.26679,12.818713,#dd9d7f,3.5577998,16.332212,#db947f,9.354586,13.747925,#d55f7f,5.3289003,18.778748,#25897f,7.923809,17.308502,#d7917f
236,236,audio_236.wav,0.6104051470756531,0.4509032666683197,0.4547888040542602,0.6183546185493469,-0.1556163430213928,0.1674513518810272,0.92871994,0.87058705,0.037505627,0.768057,0.7838293,0.5405869,-1,3.7713075,13.915947,#ccd27f,3.5272348,16.88796,#dab27f,9.276973,14.475076,#d3937f,5.645614,19.91586,#2fcd7f,8.004517,17.972641,#dab57f
237,237,audio_237.wav,0.6104051470756531,0.4509032666683197,0.5276345610618591,0.5559993386268616,-0.0827705860137939,0.1050960719585418,0.8938645,0.10325509,0.06851292,0.64940536,0.3956622,0.41518682,-1,-1.8036507,11.627276,#0f647f,-2.450166,16.094448,#0e887f,3.4694986,15.554257,#12e07f,11.265871,19.32544,#eeaa7f,1.9666047,17.0603,#0c837f
238,238,audio_238.wav,0.6104051470756531,0.4509032666683197,0.4768390953540802,0.6009241342544556,-0.1335660517215728,0.1500208675861358,0.70755476,0.67965615,0.16452575,0.7352346,0.6540687,0.48086318,-1,1.7907052,14.166204,#89de7f,1.869532,17.935389,#a1ea7f,8.143983,15.726015,#aded7f,6.9088407,20.592196,#5af67f,6.494719,19.269869,#a7fd7f
239,239,audio_239.wav,0.6104051470756531,0.4509032666683197,0.4667351543903351,0.613613486289978,-0.143669992685318,0.1627102196216583,0.906017,0.7440124,0.4976126,0.75113595,0.70547605,0.5043515,-1,3.619196,13.964202,#c7d47f,3.4316778,17.927692,#d7e97f,9.486208,15.257992,#dacb7f,5.4763074,20.39134,#2aea7f,8.164266,18.851194,#e0e67f
240,240,audio_240.wav,0.6104051470756531,0.4509032666683197,0.4957869052886963,0.5793832540512085,-0.1146182417869567,0.1284799873828888,0.03302604,0.6489194,0.27188998,0.6937218,0.5541936,0.44490716,-1,3.2135782,11.133987,#b94d7f,2.490479,14.75146,#b7407f,7.3337626,12.604312,#920d7f,6.87395,17.162766,#59287f,6.842914,15.8021965,#b23d7f
241,241,audio_241.wav,0.6104051470756531,0.4509032666683197,0.4773997068405151,0.6003923416137695,-0.1330054402351379,0.1494890749454498,0.92000896,0.6462141,0.6280997,0.73733133,0.6496564,0.4828456,-1,3.3971372,14.723745,#c0f87f,3.2250342,17.475626,#d0d17f,9.029664,15.099625,#cac07f,5.8074074,20.016356,#35d37f,7.3626037,18.46811,#c4d17f
242,242,audio_242.wav,0.6104051470756531,0.4509032666683197,0.5316821336746216,0.553166925907135,-0.0787230134010315,0.1022636592388153,0.6591372,0.24144018,0.97846526,0.6485613,0.3815358,0.41524956,-1,-0.15690053,11.690613,#47677f,-1.0254202,15.928415,#3f7f7f,4.638666,14.62486,#399e7f,9.7307825,19.013807,#ba977f,3.5827498,17.179861,#43897f
243,243,audio_243.wav,0.6104051470756531,0.4509032666683197,0.5125672221183777,0.5654342174530029,-0.0978379249572753,0.1145309507846832,0.7153386,0.37685442,0.81807375,0.66836345,0.46529287,0.42783666,-1,1.052279,12.471125,#708d7f,0.78041714,16.387348,#7c977f,6.599391,14.87122,#7ab07f,8.0246935,19.309105,#80a97f,5.2109613,17.598835,#7ba17f
244,244,audio_244.wav,0.6104051470756531,0.4509032666683197,0.521166980266571,0.5612571835517883,-0.089238166809082,0.1103539168834686,0.6421392,0.3958574,0.38621604,0.6586656,0.43005878,0.42098323,-1,0.703598,12.147758,#647d7f,0.0669889,16.046143,#64857f,5.8413815,14.787865,#61aa7f,8.800017,18.792068,#9a8a7f,4.6214314,17.313166,#67917f
245,245,audio_245.wav,0.6104051470756531,0.4509032666683197,0.5602829456329346,0.4870625138282776,-0.0501222014427185,0.0361592471599578,0.04018569,0.17627072,0.15792507,0.28515247,0.25211474,0.443484,-1,0.8114681,9.841343,#680f7f,0.14948994,13.792009,#670d7f,4.951611,12.602667,#430d7f,9.183347,16.699457,#a70c7f,4.405999,14.951447,#5f0e7f
246,246,audio_246.wav,0.6104051470756531,0.4509032666683197,0.5691694617271423,0.4836366474628448,-0.0412356853485107,0.0327333807945251,0.27326125,0.0669896,0.22388703,0.17193179,0.20900787,0.46058798,-1,-1.1019557,10.547685,#27317f,-1.8001893,14.801541,#24437f,3.531898,14.355734,#148b7f,10.893485,18.120321,#e1617f,2.7174368,15.933913,#26447f
